DATE,PS,T2M,RH2M,WD2M,WS2M,GWETPROF,PRECTOTCORR_SUM,SPI6
1981-06-30,0.22727272727271952,0.10463378176382676,0.5479094076655051,0.43734396542087417,-0.013574660633484115,-0.6410256410256414,-0.1499952593154451,-0.435816903255066
1981-07-31,0.318181818181813,-0.26905829596412545,0.8818234610917539,0.5286358385810634,-0.21266968325791846,-0.2307692307692304,0.2249928889731676,0.3636023128041765
1981-08-31,0.29545454545456096,-0.2810164424514201,0.8928571428571428,0.5193203413198197,-0.6470588235294115,-0.025641025641025994,-0.02503081444960653,0.999858334378263
1981-09-30,0.318181818181813,-0.2944693572496262,0.9091173054587687,0.4671535566568543,-0.7285067873303166,0.3333333333333335,-0.10002844410732914,1.5708676405239843
1981-10-31,0.02272727272728048,-0.13004484304932706,0.640534262485482,0.2068413011886574,-0.7556561085972848,0.1282051282051282,-1.0,1.4240393278530412
1981-11-30,0.18181818181815856,-0.5037369207772793,0.05981416957026697,-0.5412303908782651,-0.3665158371040722,-0.2307692307692304,-1.0,1.1629905915872565
1981-12-31,0.18181818181815856,-0.4738415545590433,-0.3066202090592336,-0.5068003130007079,-0.46606334841628927,-0.4358974358974357,-1.0,0.6082852299795853
1982-01-31,0.06818181818181301,-0.4379671150971598,-0.5046457607433217,-0.8281477065245743,0.022624434389140635,-0.6410256410256414,-1.0,-0.1911339860796577
1982-02-28,-0.1590909090909065,-0.16890881913303435,-0.37572590011614415,-0.5468196892350113,0.049773755656108865,-0.7435897435897436,-0.9000189627382194,-0.7621432922253792
1982-03-31,-0.38636363636365445,0.3393124065769806,-0.41202090592334506,-0.3111003465364982,0.131221719457014,-0.8461538461538463,-0.975016592395942,-1.3331525983711008
1982-04-30,-0.5227272727272521,0.5037369207772793,0.11236933797909399,0.5174572418675709,0.3936651583710411,-0.8974358974358974,-0.7249928889731677,-1.1536854593478938
1982-05-31,-0.11363636363637397,0.15844544095665203,0.5406504065040649,0.5095577001900362,0.049773755656108865,-0.7435897435897436,-0.3500047406845548,-0.7295044658731152
1982-06-30,0.4090909090909065,-0.061285500747383814,0.7020905923344949,0.4634273577523569,-0.21266968325791846,-0.5897435897435899,-0.1499952593154451,-0.174799104265444
1982-07-31,0.3409090909090935,-0.18385650224215233,0.738675958188153,0.44434921936132943,-0.38461538461538436,-0.4358974358974357,-0.4250023703422774,0.2004391183190202
1982-08-31,0.38636363636362603,-0.3243647234678626,0.8745644599303137,0.526325595260275,-0.3212669683257916,-0.33333333333333304,-0.12501185171138718,0.7062017090363771
1982-09-30,0.24999999999997158,-0.13004484304932706,0.7421602787456445,0.40805604203152357,-0.7104072398190042,-0.28205128205128194,-0.5500142220536646,0.9835543898402128
1982-10-31,0.02272727272728048,-0.040358744394618284,0.5226480836236931,0.2524499757797072,-0.43891402714932104,-0.4358974358974357,-0.6499952593154452,1.032497160730527
1982-11-30,0.13636363636362603,-0.34678624813153913,-0.06910569105691056,-0.466259268919775,-0.42986425339366496,-0.5897435897435899,-1.0,0.6083161672557486
1982-12-31,0.1590909090909065,-0.4200298953662185,-0.4265389082462254,-0.6418377612996982,-0.20361990950226216,-0.7435897435897436,-1.0,0.0536108056480771
1983-01-31,0.7272727272727195,-0.8579970104633783,-0.7259001161440186,-0.732160822744718,0.9819004524886883,-0.8461538461538463,-1.0,-0.3216274169363871
1983-02-28,-0.04545454545456096,0.1748878923766819,-0.7006387921022069,-0.538398479710847,0.2036199095022626,-0.8974358974358974,-1.0,-0.8926367230821086
1983-03-31,-0.18181818181818699,0.3243647234678626,-0.8928571428571429,-0.6031598166710139,0.5113122171945705,-0.9487179487179489,-1.0,-1.1862933484239946
1983-04-30,-0.613636363636374,0.8251121076233181,-0.3103948896631825,0.20169914670045075,-0.06787330316742057,-0.9487179487179489,-0.975016592395942,-1.3983993137994657
1983-05-31,-0.4772727272727195,0.5814648729446938,0.13588850174216005,0.38942504750903595,0.4027149321266972,-0.9487179487179489,-0.5,-1.0721038621053154
1983-06-30,0.22727272727271952,-0.08819133034379645,0.7929732868757258,0.497484815739464,-0.18552036199095,-0.5384615384615388,0.1999620745235613,-0.2890195278602863
1983-07-31,0.24999999999997158,-0.1509715994020926,0.8164924506387923,0.4880947945001304,-0.339366515837104,-0.28205128205128194,-0.12501185171138718,0.2819897782854353
1983-08-31,0.545454545454561,-0.21076233183856452,0.7801974448315914,0.4652904572046055,-0.4479638009049771,-0.28205128205128194,-0.3749881482886128,0.6898668272221633
1983-09-30,0.3409090909090935,-0.2556053811659189,0.8365272938443669,0.31348511383537647,-0.6380090497737554,-0.0769230769230771,-0.02503081444960653,1.3261228487962498
1983-10-31,0.20454545454543904,-0.17488789237668145,0.3484320557491287,-0.1844095837835824,-0.6018099547511309,-0.1794871794871793,-1.0,1.3098189042581994
1983-11-30,0.318181818181813,-0.15396113602391637,-0.1344367015098722,-0.34046279390393863,-0.42081447963800866,-0.4871794871794872,-1.0,0.9835234525640494
1983-12-31,0.18181818181815856,-0.21823617339312396,-0.22706155632984926,-0.44576517494503853,-0.5022624434389138,-0.6410256410256414,-1.0,0.2004391183190199
1984-01-31,0.11363636363637397,-0.5037369207772793,-0.5153890824622533,-0.5398144352945561,-0.1040723981900451,-0.7435897435897436,-1.0,-0.3705701878267014
1984-02-29,-0.36363636363637397,-0.09267563527653211,-0.6570847851335658,-0.6427320490367776,0.09502262443438969,-0.8461538461538463,-1.0,-0.7784472367634296
