DATE,PS,T2M,RH2M,WS2M,GWETPROF,PRECTOTCORR_SUM,SPI6
1981-06-30,0.10000000000002274,0.17854622441778334,0.5133668068937438,0.1217391304347828,-0.5151515151515156,0.5636463936008824,-0.0924135793977492
1981-07-31,0.21999999999999886,-0.24770642201834914,0.8830234767268283,-0.23478260869565193,0.15151515151515138,0.5636463936008824,0.796504415336187
1981-08-31,0.21999999999999886,-0.287226534932957,0.9440901072058625,-0.5999999999999999,0.3333333333333335,0.5272376223969104,1.6647243724435783
1981-09-30,0.2400000000000091,-0.31122088920254054,0.9677025376577557,-0.7217391304347824,1.0,0.4181492207971311,2.4502697815313077
1981-10-31,0.0,-0.2039520112914608,0.7304926041525306,-0.8782608695652174,0.5757575757575761,-1.0,2.3262383590873945
1981-11-30,0.20000000000001705,-0.6217360621030346,0.08074365585561116,-0.4434782608695651,-0.09090909090909083,-1.0,2.0781755141995686
1981-12-31,0.20000000000001705,-0.6372618207480594,-0.3331523951689511,-0.3217391304347823,-0.5151515151515156,-1.0,1.1892575194656323
1982-01-31,0.12000000000000455,-0.5441072688779109,-0.6249151852354458,0.1130434782608698,-0.7575757575757578,-1.0,0.3003395247316962
1982-02-28,-0.13999999999998636,-0.18842625264643598,-0.5793187678111006,0.0608695652173914,-0.8787878787878789,-0.9272514135981244,-0.526523557951445
1982-03-31,-0.37999999999999545,0.32956951305575144,-0.5147238431266116,0.2347826086956526,-0.9393939393939399,-0.9636601848020963,-1.312068967039174
1982-04-30,-0.5600000000000023,0.549752999294284,-0.03134753697923731,0.40000000000000036,-0.9393939393939399,-0.7454833816025377,-1.1673787077975548
1982-05-31,-0.1799999999999784,0.19266055045871555,0.5046817750033925,0.304347826086957,-0.6969696969696972,-0.0908840159977935,-0.6505549803953582
1982-06-30,0.28000000000000114,0.021877205363443508,0.614873117112227,-0.043478260869564966,-0.5151515151515156,0.018204385601985784,-0.0717155417712048
1982-07-31,0.2600000000000193,-0.167254763585039,0.7625186592482018,-0.19999999999999973,-0.2727272727272725,0.018204385601985784,0.5071238968529482
1982-08-31,0.28000000000000114,-0.2971065631616092,0.8862803636857106,-0.3913043478260869,-0.21212121212121193,0.12729278720176507,1.1066221722748075
1982-09-30,0.18000000000000682,-0.16160903316866637,0.8032297462342246,-0.7217391304347824,-0.09090909090909083,-0.2363811888015448,1.5200733140307974
1982-10-31,-0.01999999999998181,-0.10515172900494019,0.6099877866739041,-0.6347826086956521,-0.3333333333333335,-0.5999862087987864,1.6027870628792982
1982-11-30,0.14000000000001478,-0.46365561044460124,-0.12118333559506045,-0.5217391304347825,-0.5757575757575761,-0.9636601848020963,1.1066221722748075
1982-12-31,0.20000000000001705,-0.5045871559633031,-0.5282942054552857,0.008695652173912993,-0.8181818181818183,-1.0,0.5277827336506545
1983-01-31,0.7600000000000193,-0.8870853916725476,-0.7622472520016285,1.0000000000000004,-0.9393939393939399,-1.0,-0.0510567049734987
1983-02-28,0.0,0.06422018348623793,-0.794544714343873,0.3217391304347825,-0.9393939393939399,-1.0,-0.6919118548196087
1983-03-31,-0.13999999999998636,0.22935779816513735,-0.869181707151581,0.6956521739130439,-1.0,-1.0,-1.1260218333733043
1983-04-30,-0.5999999999999943,0.7529992942836983,-0.42298819378477404,-0.18260869565217352,-1.0,-0.8909115984002207,-1.291410130241468
1983-05-31,-0.5600000000000023,0.6810162314749468,0.07043018048581895,0.42608695652173934,-0.9393939393939399,-0.45455799200110336,-1.0019904109293911
1983-06-30,0.12000000000000455,-0.021877205363443952,0.7524765911249829,-0.0608695652173914,-0.2727272727272725,0.7090746103985655,-0.0303978681757927
1983-07-31,0.160000000000025,-0.13761467889908285,0.8390555027819242,-0.27826086956521734,-0.030303030303029832,0.12729278720176507,0.6104572816703171
1983-08-31,0.4200000000000159,-0.17148906139731812,0.7828742027412132,-0.5043478260869563,-0.09090909090909083,-0.1999724175975729,1.0652652978505572
1983-09-30,0.2400000000000091,-0.2011291460832747,0.8100149273985617,-0.6086956521739129,-0.030303030303029832,0.34546959040132386,1.83015187014058
1983-10-31,0.160000000000025,-0.2039520112914608,0.31985344008685024,-0.643478260869565,-0.21212121212121193,-1.0,1.7681361589186233
1983-11-30,0.28000000000000114,-0.1912491178546225,-0.18224996607409416,-0.5826086956521739,-0.6363636363636362,-1.0,1.458057602808841
1983-12-31,0.20000000000001705,-0.30698659139026097,-0.4707558691817072,-0.3999999999999999,-0.8181818181818183,-1.0,0.4864650600552422
1984-01-31,0.160000000000025,-0.569513055751588,-0.7437915592346317,0.1826086956521742,-0.9393939393939399,-1.0,-0.1543900897908676
1984-02-29,-0.28000000000000114,-0.19971771347918166,-0.8319989143710138,0.33043478260869596,-0.9393939393939399,-1.0,-0.6091981059711077
1984-03-31,-0.6599999999999966,0.4664784756527873,-0.5198805808115078,0.14782608695652222,-0.9393939393939399,-1.0,-1.374084678261131
1984-04-30,-0.6999999999999886,0.6513761467889911,-0.17030804722486104,0.4956521739130437,-0.9393939393939399,-0.8181630119983451,-1.2707120926149236
1984-05-31,-0.4399999999999977,0.2011291460832738,0.4742841633871624,0.43478260869565233,-0.8181818181818183,-0.1999724175975729,-0.8159040764346835
1984-06-30,-0.03999999999999204,0.06139731827805184,0.5589632243180893,0.04347826086956541,-0.5151515151515156,-0.27272100399944843,-0.4024529346786937
1984-07-31,0.0,-0.06563161609033141,0.5996743113041119,-0.14782608695652133,-0.5151515151515156,-0.2363811888015448,0.0316570438750021
