DATE,PS(t),T2M(t),RH2M(t-2),WS2M(t-1),GWETPROF(t),PRECTOTCORR_SUM(t-3),SPI6(t-1),SPI6(t)
2012-05-31,97.87,28.6,19.06,3.02,0.5,5.27,-1.3903568521600644,-1.0467135383073498
2012-06-30,98.02,27.51,48.0,2.7,0.51,0.0,-1.0467135383073498,-0.5885224531703969
2012-07-31,98.01,25.92,69.25,2.06,0.55,10.55,-0.5885224531703969,0.1369588327856237
2012-08-31,98.06,25.37,73.88,1.63,0.61,94.92,0.1369588327856237,1.0724564339185934
2012-09-30,98.08,25.55,81.69,1.62,0.68,126.56,1.0724564339185934,1.5497629499146102
2012-10-31,97.91,26.87,84.62,1.5,0.66,200.39,1.5497629499146102,1.7597430616240224
2012-11-30,97.87,27.17,84.75,1.35,0.6,263.67,1.7597430616240224,1.4160997477713078
2012-12-31,97.97,24.2,77.62,1.55,0.55,131.84,1.4160997477713078,0.9579086626343548
2013-01-31,98.03,25.62,58.19,2.32,0.52,68.55,0.9579086626343548,0.2324273766783343
2013-02-28,97.79,28.31,41.19,2.64,0.51,0.0,0.2324273766783343,-0.7221494518461629
2013-03-31,97.66,32.51,27.56,2.47,0.5,0.0,-0.7221494518461629,-1.1994559678421794
2013-04-30,97.74,31.14,26.31,2.49,0.49,0.0,-1.1994559678421794,-1.3140037391264177
2013-05-31,97.86,30.17,43.88,2.55,0.49,0.0,-1.3140037391264177,-1.103987423949469
2013-06-30,97.96,28.04,56.81,2.6,0.5,0.0,-1.103987423949469,-0.6266809079534523
2013-07-31,98.08,26.22,62.44,2.3,0.54,36.91,-0.6266809079534523,-0.187569050208027
2013-08-31,97.99,25.58,72.75,1.67,0.56,58.01,-0.187569050208027,0.5188330083564658
2013-09-30,98.03,26.26,79.69,1.49,0.59,131.84,0.5188330083564658,0.9197502078512996
2013-10-31,97.96,27.74,82.94,1.26,0.56,121.29,0.9197502078512996,0.8815917530682444
2013-11-30,97.79,28.52,80.94,1.59,0.53,195.12,0.8815917530682444,0.6715754378912957
2013-12-31,97.98,26.29,59.38,1.9,0.51,110.74,0.6715754378912957,0.1942689218952791
2014-01-31,97.94,26.61,34.56,2.77,0.5,26.37,0.1942689218952791,-0.2448429358501461
2014-02-28,97.84,28.44,24.0,2.77,0.49,0.0,-0.2448429358501461,-0.9512449944146394
2014-03-31,97.71,31.48,21.19,3.3,0.48,0.0,-0.9512449944146394,-1.352162193909473
2014-04-30,97.71,32.2,16.06,2.41,0.48,0.0,-1.352162193909473,-1.294888308267354
2014-05-31,97.79,30.64,25.75,2.58,0.49,0.0,-1.294888308267354,-1.0848719930904052
2014-06-30,97.95,29.4,49.44,2.34,0.49,0.0,-1.0848719930904052,-0.7221132483786267
2014-07-31,98.11,28.22,59.19,2.21,0.49,42.19,-0.7221132483786267,-0.3402752762753206
2014-08-31,98.05,25.93,66.19,1.98,0.54,58.01,-0.3402752762753206,0.4806745535734106
2014-09-30,98.06,25.75,69.5,1.63,0.59,100.2,0.4806745535734106,1.1870766121379035
2014-10-31,97.96,27.73,81.94,1.42,0.58,105.47,1.1870766121379035,1.1298027264957848
2014-11-30,97.91,28.04,82.69,1.63,0.54,226.76,1.1298027264957848,0.9197864113188357
2014-12-31,98.06,25.53,68.12,1.86,0.52,195.12,0.9197864113188357,0.5570276666070575
2015-01-31,98.19,23.66,43.75,2.49,0.5,26.37,0.5570276666070575,0.1751896945037513
2015-02-28,97.84,29.08,25.0,3.12,0.49,0.0,0.1751896945037513,-0.6266809079534523
2015-03-31,97.76,30.9,18.62,2.52,0.48,0.0,-0.6266809079534523,-1.3330829665179451
2015-04-30,97.81,31.99,22.81,2.65,0.48,0.0,-1.3330829665179451,-1.428551510410656
2015-05-31,97.81,31.9,25.31,2.41,0.48,5.27,-1.428551510410656,-1.2567298534842986
2015-06-30,97.99,30.48,25.06,2.83,0.48,0.0,-1.2567298534842986,-1.1421820822000603
2015-07-31,98.04,27.72,51.25,2.8,0.49,0.0,-1.1421820822000603,-0.6648755662040438
2015-08-31,98.04,25.71,58.5,1.95,0.55,47.46,-0.6648755662040438,0.1751534910362152
2015-09-30,98.03,26.34,72.5,1.43,0.67,31.64,0.1751534910362152,1.1297303195607122
2015-10-31,97.98,27.83,85.56,1.26,0.66,131.84,1.1297303195607122,1.3206312038785972
2015-11-30,98.01,25.72,83.5,1.28,0.59,237.3,1.3206312038785972,1.14880954695224
2015-12-31,98.35,21.07,74.5,2.0,0.55,263.67,1.14880954695224,1.0342617756680017
2016-01-31,98.22,23.1,49.19,3.3,0.52,52.73,1.0342617756680017,0.5569552596719849
2016-02-29,97.98,26.62,35.88,3.38,0.51,0.0,0.5569552596719849,-0.3021530249598013
2016-03-31,97.78,32.5,23.12,2.85,0.5,0.0,-0.3021530249598013,-1.2376506260927709
2016-04-30,97.68,32.8,18.44,2.16,0.49,0.0,-1.2376506260927709,-1.3140037391264177
2016-05-31,97.88,31.88,28.75,2.7,0.48,0.0,-1.3140037391264177,-1.1612613095915882
2016-06-30,98.06,29.26,50.88,2.99,0.49,5.27,-1.1612613095915882,-0.8366972231304011
2016-07-31,98.04,26.62,55.81,2.37,0.52,31.64,-0.8366972231304011,-0.1494105954249716
2016-08-31,98.05,26.15,64.94,1.75,0.58,42.19,-0.1494105954249716,0.6142653487816403
2016-09-30,98.07,26.15,79.56,1.49,0.63,89.65,0.6142653487816403,1.167924977811304
2016-10-31,97.88,28.12,82.12,1.19,0.6,189.84,1.167924977811304,1.1106510921691846
2016-11-30,97.89,28.19,82.25,1.47,0.55,210.94,1.1106510921691846,0.9579086626343548
2016-12-31,97.95,26.98,64.75,1.75,0.52,158.2,0.9579086626343548,0.6333445761731679
2017-01-31,97.95,26.77,44.38,2.43,0.51,15.82,0.6333445761731679,-0.0539420515322612
2017-02-28,97.93,27.68,31.38,2.73,0.49,0.0,-0.0539420515322612,-0.8176179957388735
2017-03-31,97.69,31.32,21.06,3.37,0.48,0.0,-0.8176179957388735,-1.3903568521600644
2017-04-30,97.66,32.98,13.69,2.49,0.48,0.0,-1.3903568521600644,-1.3140037391264177
2017-05-31,97.83,30.83,16.81,2.52,0.48,0.0,-1.3140037391264177,-1.123102854808533
2017-06-30,97.96,28.15,39.94,2.84,0.51,0.0,-1.123102854808533,-0.6076378840294608
2017-07-31,98.11,26.45,60.12,2.02,0.55,36.91,-0.6076378840294608,0.0414902888929132
2017-08-31,98.02,25.87,73.44,1.72,0.59,52.73,0.0414902888929132,0.9769878900258824
2017-09-30,98.03,26.22,80.19,1.62,0.64,142.38,0.9769878900258824,1.3588258621291889
2017-10-31,97.97,26.48,83.56,1.36,0.62,179.3,1.3588258621291889,1.3970205203797803
2017-11-30,97.93,26.3,82.81,1.48,0.57,258.4,1.3970205203797803,1.206119636061895
2017-12-31,98.0,25.2,66.25,1.78,0.53,105.47,1.206119636061895,0.6906546652828233
2018-01-31,98.08,23.13,46.31,2.38,0.52,47.46,0.6906546652828233,0.0415264923604492
2018-02-28,97.74,28.92,35.81,2.91,0.5,0.0,0.0415264923604492,-0.8939711087725202
2018-03-31,97.72,31.79,22.56,2.49,0.49,0.0,-0.8939711087725202,-1.2185351952337071
2018-04-30,97.65,33.56,27.12,2.48,0.48,0.0,-1.2185351952337071,-1.3903568521600644
2018-05-31,97.79,31.09,32.44,2.76,0.48,0.0,-1.3903568521600644,-1.2376144226252348
2018-06-30,98.0,27.85,40.25,3.09,0.5,15.82,-1.2376144226252348,-0.9130503361640478
2018-07-31,98.08,26.34,58.06,2.33,0.54,0.0,-0.9130503361640478,-0.2257637084586185
2018-08-31,98.06,25.48,73.94,1.73,0.62,42.19,-0.2257637084586185,0.843360891350117
2018-09-30,97.94,25.96,80.19,1.67,0.68,89.65,0.843360891350117,1.3206674073461333
2018-10-31,97.94,26.73,85.12,1.3,0.67,189.84,1.3206674073461333,1.530683722523082
2018-11-30,97.91,25.78,84.19,1.35,0.61,295.31,1.530683722523082,1.3779412929882526
2018-12-31,98.13,23.37,77.25,1.76,0.56,147.66,1.3779412929882526,1.0533772065270657
2019-01-31,98.05,25.28,55.38,2.62,0.53,58.01,1.0533772065270657,0.3660905788216363
2019-02-28,97.95,27.33,39.62,2.41,0.51,0.0,0.3660905788216363,-0.7030340209870991
2019-03-31,97.8,31.61,26.0,2.65,0.5,0.0,-0.7030340209870991,-1.2185351952337071
2019-04-30,97.68,32.62,20.0,2.29,0.49,0.0,-1.2185351952337071,-1.2758090808758262
2019-05-31,97.81,29.3,27.0,2.46,0.5,0.0,-1.2758090808758262,-1.027634310915822
2019-06-30,98.03,28.62,44.56,2.6,0.51,5.27,-1.027634310915822,-0.6076016805619247
2019-07-31,98.03,26.45,67.81,2.34,0.55,42.19,-0.6076016805619247,0.1560742636446876
2019-08-31,98.1,25.62,71.12,1.7,0.59,68.55,0.1560742636446876,0.9197502078512996
2019-09-30,98.03,26.37,80.62,1.76,0.64,116.02,0.9197502078512996,1.4543306094894357
2019-10-31,97.89,26.24,84.5,1.27,0.63,210.94,1.4543306094894357,1.4543306094894353
2019-11-30,97.86,27.35,83.38,1.45,0.59,210.94,1.4543306094894353,1.2061558395294314
2019-12-31,98.03,23.89,81.81,1.62,0.54,152.93,1.2061558395294314,0.7861232091755338
2020-01-31,98.14,24.12,53.81,2.59,0.52,42.19,0.7861232091755338,0.0224472649689218
2020-02-29,98.04,26.3,34.81,3.14,0.5,0.0,0.0224472649689218,-0.7412286792376904
2020-03-31,97.74,31.37,28.12,3.4,0.5,0.0,-0.7412286792376904,-1.142145878732524
2020-04-30,97.78,31.73,18.19,2.26,0.49,0.0,-1.142145878732524,-1.2185351952337071
2020-05-31,97.89,31.75,36.5,2.98,0.48,0.0,-1.2185351952337071,-1.0657927656988777
2020-06-30,97.99,28.87,51.88,2.94,0.49,42.19,-1.0657927656988777,-0.836697223130401
2020-07-31,97.94,26.82,55.19,2.41,0.51,21.09,-0.836697223130401,-0.2830375941007374
2020-08-31,97.96,25.66,69.31,1.99,0.56,42.19,-0.2830375941007374,0.4233644644637556
2020-09-30,97.98,25.82,77.62,2.13,0.62,63.28,0.4233644644637556,0.9388294352428276
2020-10-31,97.99,26.33,83.69,1.55,0.62,152.93,0.9388294352428276,1.1106510921691846
2020-11-30,98.01,26.26,84.0,1.59,0.56,195.12,1.1106510921691846,0.9579086626343551
2020-12-31,97.96,26.52,72.31,2.36,0.53,184.57,0.9579086626343551,0.7288131200658785
2021-01-31,97.95,25.85,51.25,2.3,0.51,68.55,0.7288131200658785,0.1751534910362152
2021-02-28,97.93,26.95,39.31,2.95,0.5,0.0,0.1751534910362152,-0.5312485675282779
2021-03-31,97.7,30.77,26.75,3.12,0.49,0.0,-0.5312485675282779,-1.14218208220006
2021-04-30,97.64,32.76,19.19,2.85,0.48,0.0,-1.14218208220006,-1.3556739302604752
2021-05-31,97.77,32.58,34.38,2.92,0.48,0.0,-1.3556739302604752,-1.2293962354945387
2021-06-30,97.96,28.95,38.12,2.98,0.49,15.82,-1.2293962354945387,-0.8544369222230928
2021-07-31,98.08,26.92,51.0,2.52,0.51,9.58,-0.8544369222230928,-0.1761649579341536
2021-08-31,98.04,25.6,67.0,2.25,0.59,34.88,-0.1761649579341536,0.8185977195554207
2021-09-30,98.02,25.99,77.25,1.54,0.66,103.57,0.8185977195554207,1.391879627989653
2021-10-31,97.91,27.53,85.19,1.38,0.63,187.35,1.391879627989653,1.457226886892324
2021-11-30,97.87,27.55,83.31,1.31,0.57,274.77,1.457226886892324,1.3316370580095738
2021-12-31,98.01,24.48,71.56,1.8,0.53,174.17,1.3316370580095738,0.9566777447381276
