epoch,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0,0.3288589119911194,0.573462188243866,0.26368051767349243,0.5134983062744141
1,0.24439403414726257,0.4943622350692749,0.19806241989135742,0.44504204392433167
2,0.16811682283878326,0.41002050042152405,0.15698210895061493,0.3962096869945526
3,0.11583983153104782,0.34035250544548035,0.08600644767284393,0.2932685613632202
4,0.06315632909536362,0.25130921602249146,0.05866061896085739,0.24219954013824463
5,0.05440232530236244,0.23324304819107056,0.051627397537231445,0.22721663117408752
6,0.050466932356357574,0.22464846074581146,0.04491736739873886,0.21193717420101166
7,0.04313412308692932,0.20768755674362183,0.03644067049026489,0.19089439511299133
8,0.03537749499082565,0.188089057803154,0.02697359211742878,0.1642363965511322
9,0.028294427320361137,0.1682094782590866,0.021850956603884697,0.14782069623470306
10,0.02274804562330246,0.15082454681396484,0.018163282424211502,0.1347712278366089
11,0.019250182434916496,0.1387450248003006,0.015354945324361324,0.12391507625579834
12,0.01731111668050289,0.1315717101097107,0.01432962715625763,0.1197064220905304
13,0.016513992100954056,0.12850677967071533,0.013780963607132435,0.11739234626293182
14,0.01606271043419838,0.1267387419939041,0.013092532753944397,0.11442260444164276
15,0.015228736214339733,0.12340476363897324,0.01242723036557436,0.11147748678922653
16,0.014429111033678055,0.12012123316526413,0.011656541377305984,0.10796546190977097
17,0.013657476752996445,0.11686521023511887,0.011034533381462097,0.105045385658741
18,0.012951870448887348,0.11380628496408463,0.010736096650362015,0.10361513495445251
19,0.01238223910331726,0.11127550899982452,0.010276789776980877,0.10137449949979782
20,0.011851046234369278,0.1088625118136406,0.009944305755198002,0.09972114115953445
21,0.011379193514585495,0.10667330026626587,0.009716414846479893,0.09857187420129776
22,0.01095805037766695,0.10468070954084396,0.009445219300687313,0.09718652069568634
23,0.01059178076684475,0.10291637480258942,0.0092067401856184,0.09595175832509995
24,0.0102914460003376,0.10144676268100739,0.008997676894068718,0.09485608339309692
25,0.01000590343028307,0.10002951323986053,0.008859934285283089,0.09412722289562225
26,0.009755730628967285,0.0987711027264595,0.008715840056538582,0.09335866570472717
27,0.009530152194201946,0.09762249886989594,0.008612832985818386,0.09280534833669662
28,0.00931432843208313,0.09651076793670654,0.008504340425133705,0.09221898019313812
29,0.009126720950007439,0.09553387016057968,0.008378095924854279,0.09153193980455399
30,0.008929486386477947,0.09449595957994461,0.008288995362818241,0.09104391932487488
31,0.00875889603048563,0.09358897060155869,0.008149219676852226,0.09027303010225296
32,0.008584407158195972,0.09265207499265671,0.008033085614442825,0.08962748199701309
33,0.008417151868343353,0.0917450338602066,0.007893220521509647,0.08884380012750626
34,0.008252657018601894,0.09084413945674896,0.007752607110887766,0.08804889023303986
35,0.008105291984975338,0.09002939611673355,0.007624405436217785,0.08731783926486969
36,0.007938530296087265,0.08909843116998672,0.007482852786779404,0.08650348335504532
37,0.007793651893734932,0.08828166127204895,0.007327027153223753,0.08559805899858475
38,0.007640078663825989,0.08740754425525665,0.0072141787968575954,0.08493632078170776
39,0.00749308243393898,0.08656259626150131,0.00707189692184329,0.0840945690870285
40,0.007352487649768591,0.0857466459274292,0.006919690407812595,0.08318467438220978
41,0.007213365752249956,0.08493153750896454,0.006829284131526947,0.08263948559761047
42,0.007080321200191975,0.08414464443922043,0.0066794659942388535,0.081727996468544
43,0.0069435671903193,0.08332806825637817,0.006566906813532114,0.08103645592927933
44,0.006814294029027224,0.08254873752593994,0.00645709503442049,0.08035605400800705
45,0.006677950266748667,0.08171872794628143,0.006339134648442268,0.07961868494749069
46,0.006560943555086851,0.08099965006113052,0.006226802244782448,0.07891009002923965
47,0.006452003959566355,0.08032436668872833,0.0061519998125731945,0.07843469083309174
48,0.006318282335996628,0.0794876217842102,0.0060660322196781635,0.0778847336769104
49,0.006215294823050499,0.07883714139461517,0.005983548238873482,0.07735339552164078
50,0.006108228582888842,0.07815515995025635,0.0059345136396586895,0.07703579217195511
51,0.005995501298457384,0.0774306207895279,0.005875650327652693,0.07665278762578964
52,0.005913405679166317,0.07689867168664932,0.005823946092277765,0.0763147845864296
53,0.005811450537294149,0.07623287290334702,0.005785711109638214,0.0760638639330864
