epoch,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0,0.2878393530845642,0.5365065932273865,0.21427227556705475,0.46289554238319397
1,0.14014878869056702,0.3743645250797272,0.10879257321357727,0.32983720302581787
2,0.04991111159324646,0.22340795397758484,0.042437534779310226,0.20600372552871704
3,0.024038977921009064,0.15504507720470428,0.03925297036767006,0.19812361896038055
4,0.03224668651819229,0.17957362532615662,0.0324021652340889,0.1800060123205185
5,0.021589508280158043,0.1469336897134781,0.02522750198841095,0.1588316708803177
6,0.015920808538794518,0.12617768347263336,0.026938041672110558,0.1641281247138977
7,0.015687718987464905,0.12525062263011932,0.02467108704149723,0.1570703238248825
8,0.012982822023332119,0.11394218355417252,0.01872989535331726,0.13685721158981323
9,0.011410857550799847,0.10682161897420883,0.017047511413693428,0.13056612014770508
10,0.011583023704588413,0.10762445628643036,0.016186485067009926,0.1272261142730713
11,0.010570651851594448,0.10281367599964142,0.016148818656802177,0.12707799673080444
12,0.009893554262816906,0.09946634620428085,0.01584099419414997,0.1258610039949417
13,0.009156874381005764,0.09569156169891357,0.014677527360618114,0.12115084379911423
14,0.008573890663683414,0.09259530901908875,0.013844248838722706,0.11766158789396286
15,0.008243260905146599,0.09079240262508392,0.01342321652919054,0.11585860699415207
16,0.007837356999516487,0.08852884918451309,0.013215632177889347,0.11495926231145859
17,0.0074459221214056015,0.08628975600004196,0.012697420082986355,0.11268282681703568
18,0.007106951903551817,0.08430273830890656,0.012072868645191193,0.1098766028881073
19,0.006870929151773453,0.0828910693526268,0.011724875308573246,0.1082814633846283
20,0.006674319040030241,0.08169650286436081,0.011551087722182274,0.10747598856687546
21,0.006480845622718334,0.08050370216369629,0.011271175928413868,0.1061657965183258
22,0.006308200769126415,0.0794241800904274,0.010952121578156948,0.10465238243341446
23,0.0061580766923725605,0.07847341150045395,0.010752988047897816,0.10369661450386047
24,0.006022953428328037,0.07760769128799438,0.010569961741566658,0.1028103157877922
25,0.005885299760848284,0.07671570777893066,0.010354754514992237,0.10175831615924835
26,0.005758242215961218,0.07588308304548264,0.010113081894814968,0.10056381672620773
27,0.005642835982143879,0.07511880993843079,0.009913891553878784,0.09956852346658707
28,0.005529576446861029,0.07436112314462662,0.009743825532495975,0.09871082007884979
29,0.005422190297394991,0.0736355260014534,0.009529082104563713,0.0976170152425766
30,0.005326217506080866,0.07298094034194946,0.009357805363833904,0.09673575311899185
31,0.005235063377767801,0.07235373556613922,0.009195736609399319,0.09589440375566483
32,0.0051465751603245735,0.07173963636159897,0.009002145379781723,0.0948796346783638
33,0.0050597102381289005,0.0711316391825676,0.008845355361700058,0.09404975175857544
34,0.004983865190297365,0.07059649378061295,0.008678925223648548,0.09316074848175049
35,0.004912100732326508,0.07008638232946396,0.008544418960809708,0.09243602305650711
36,0.004837167449295521,0.06954974681138992,0.008392446674406528,0.09161029756069183
37,0.004770243540406227,0.06906694918870926,0.008250473998486996,0.09083212167024612
38,0.0047056544572114944,0.06859777122735977,0.008102156221866608,0.09001197665929794
39,0.004633971024304628,0.06807328015565872,0.007958319038152695,0.0892094075679779
40,0.004563072230666876,0.06755051761865616,0.007802627980709076,0.08833248913288116
41,0.004502529744058847,0.067100889980793,0.007653725333511829,0.08748557418584824
42,0.0044461446814239025,0.06667941808700562,0.007511534728109837,0.08666910976171494
43,0.004383683670312166,0.06620939075946808,0.007392867933958769,0.08598178625106812
44,0.004329386167228222,0.0657980740070343,0.007272195536643267,0.08527716994285583
45,0.0042833429761230946,0.06544725596904755,0.0071592917665839195,0.08461260050535202
46,0.004233050625771284,0.06506189703941345,0.007064266130328178,0.08404918760061264
47,0.004179319832473993,0.06464765965938568,0.006953136064112186,0.08338546752929688
48,0.004128469619899988,0.06425316631793976,0.006837519351392984,0.08268929272890091
49,0.004090535920113325,0.06395729631185532,0.006729981862008572,0.08203646540641785
50,0.00405337568372488,0.06366612762212753,0.0066298856399953365,0.08142410963773727
51,0.004011609125882387,0.06333726644515991,0.0065560778602957726,0.08096960932016373
52,0.003965470939874649,0.06297198683023453,0.006453211419284344,0.08033188432455063
53,0.003921503201127052,0.06262190639972687,0.006372349336743355,0.07982699573040009
54,0.003889526706188917,0.0623660683631897,0.006289247423410416,0.0793047770857811
55,0.003855060786008835,0.06208913400769234,0.006215896923094988,0.0788409560918808
56,0.0038163212593644857,0.061776380985975266,0.006123125087469816,0.07825040072202682
57,0.0037820644211024046,0.0614984929561615,0.006063236389309168,0.07786678522825241
58,0.003748418064787984,0.061224326491355896,0.005990280769765377,0.07739690691232681
59,0.003716907696798444,0.06096644699573517,0.005915463902056217,0.0769120529294014
60,0.0036926274187862873,0.06076699122786522,0.005851200316101313,0.07649313658475876
61,0.003659528214484453,0.060494035482406616,0.005803400184959173,0.07618004828691483
62,0.003620086470618844,0.06016715615987778,0.005725603085011244,0.07566771656274796
63,0.0035894722677767277,0.05991220474243164,0.005646570585668087,0.07514366507530212
64,0.0035723659675568342,0.059769272804260254,0.005588120315223932,0.07475373148918152
65,0.003552149748429656,0.05959991365671158,0.005540714133530855,0.07443597167730331
66,0.0035242964513599873,0.059365786612033844,0.0054845139384269714,0.07405750453472137
67,0.00349007872864604,0.059076886624097824,0.005425376817584038,0.07365715503692627
68,0.0034626920241862535,0.05884464457631111,0.005367330275475979,0.07326206564903259
69,0.0034323225263506174,0.05858602747321129,0.005307983607053757,0.07285591214895248
70,0.0034182853996753693,0.0584661029279232,0.005239418242126703,0.0723838284611702
71,0.003411991288885474,0.058412253856658936,0.005211318377405405,0.07218946516513824
72,0.003380520734935999,0.058142244815826416,0.005158670246601105,0.07182388007640839
73,0.0033594025298953056,0.057960353791713715,0.005100374110043049,0.07141690701246262
74,0.0033453614450991154,0.05783909931778908,0.005067009944468737,0.07118293642997742
75,0.0033145248889923096,0.057571910321712494,0.005031388718634844,0.0709322839975357
76,0.0032778820022940636,0.05725279077887535,0.004973824135959148,0.07052534073591232
