DATE,PS,T2M,RH2M,WD2M,WS2M,GWETPROF,CLOUD_AMT,TOA_SW_DWN,PRECTOTCORR_SUM,ALLSKY_SFC_SW_DWN,SPI6
30/4/2018,97.47,32.51,47.06,222.19,2.73,0.51,64.01,37.8,0.0,21.29,-1.3940618618180174
31/5/2018,97.61,29.77,65.0,220.81,2.67,0.51,75.37,37.5,94.92,21.13,-1.089413043353484
30/6/2018,97.81,26.85,79.81,218.06,1.94,0.54,67.83,36.99,168.75,18.95,-0.5478044454195399
31/7/2018,97.88,25.76,83.25,217.19,1.59,0.61,76.81,37.05,316.41,17.12,0.4677237114532264
31/8/2018,97.86,25.2,85.75,226.69,1.6,0.7,82.91,37.33,363.87,15.74,1.6186620416405586
30/9/2018,97.74,25.65,85.19,174.56,1.28,0.8,70.12,36.79,221.48,18.14,2.2787344816470476
31/10/2018,97.73,26.37,79.69,186.62,1.22,0.8,62.71,34.87,79.1,19.91,2.5326084970341585
30/11/2018,97.71,24.82,63.56,100.62,1.59,0.73,43.38,32.25,0.0,21.17,2.227959678569625
31/12/2018,97.92,21.9,54.06,70.62,2.3,0.65,19.81,30.75,0.0,19.6,1.6863510806356807
31/1/2019,97.84,24.02,40.06,64.38,2.09,0.59,22.7,31.74,0.0,20.89,0.6708229237629151
28/2/2019,97.73,26.48,29.75,70.44,2.31,0.55,32.44,34.36,0.0,21.3,-0.4970296423421178
31/3/2019,97.6,31.0,35.06,98.75,2.05,0.53,56.59,36.76,5.27,21.61,-1.1909626495083285
30/4/2019,97.5,31.51,52.56,223.19,2.44,0.52,80.3,37.79,68.55,21.21,-1.2248232166680506
31/5/2019,97.62,28.54,72.12,216.25,2.22,0.53,76.7,37.51,79.1,19.86,-0.9709492012809395
30/6/2019,97.84,27.55,76.69,213.25,2.02,0.54,64.12,36.99,147.66,19.91,-0.4970296423421178
31/7/2019,97.83,26.0,82.75,223.5,1.62,0.59,75.41,37.05,226.76,16.97,0.23076393198381492
31/8/2019,97.9,25.21,85.88,228.5,1.68,0.63,77.41,37.33,210.94,16.93,0.9077827032323258
30/9/2019,97.82,26.0,84.44,173.81,1.26,0.7,73.64,36.8,200.39,18.33,1.5340266714034143
31/10/2019,97.69,25.69,84.88,156.81,1.34,0.73,71.67,34.89,94.92,18.04,1.6186620416405584
30/11/2019,97.66,26.22,63.06,114.56,1.43,0.67,29.78,32.27,0.0,21.38,1.3647880262534475
31/12/2019,97.81,22.9,46.38,76.31,2.25,0.6,23.82,30.75,0.0,20.96,0.8908684673146258
31/1/2020,97.91,23.25,37.94,68.75,2.8,0.56,22.77,31.72,0.0,19.46,0.16307489298869293
29/2/2020,97.81,25.65,24.25,67.81,3.11,0.53,20.2,34.38,0.0,20.73,-0.5139438782598178
31/3/2020,97.54,30.87,45.88,181.5,2.19,0.52,65.41,36.81,47.46,21.27,-1.0047776731163398
30/4/2020,97.6,30.8,57.06,205.75,2.75,0.51,67.36,37.8,36.91,21.74,-1.1909626495083285
31/5/2020,97.71,30.09,63.44,208.5,2.65,0.51,67.59,37.5,63.28,21.12,-0.9878634371986396
30/6/2020,97.8,27.87,74.44,215.62,2.19,0.52,72.42,37.0,100.2,18.72,-0.6662682874920843
31/7/2020,97.75,26.12,80.81,222.12,1.85,0.54,77.98,37.07,184.57,17.38,-0.07388488648071814
31/8/2020,97.76,25.37,84.5,227.25,2.09,0.59,77.91,37.33,195.12,16.43,0.5523590816903704
30/9/2020,97.78,25.48,84.81,195.31,1.5,0.66,75.46,36.77,268.95,17.74,1.263238420098603
31/10/2020,97.78,25.73,76.44,114.75,1.5,0.68,43.95,34.83,110.74,20.63,1.5001981995680143
30/11/2020,97.8,25.51,59.56,79.81,2.08,0.61,25.56,32.22,0.0,21.05,1.2970989872583256
31/12/2020,97.74,25.79,46.94,87.31,2.04,0.56,22.23,30.75,0.0,20.44,0.9755038375517702
31/1/2021,97.73,25.53,31.88,74.31,2.72,0.53,15.38,31.78,0.0,21.6,0.383120436540404
28/2/2021,97.71,26.73,23.06,73.56,2.94,0.52,24.17,34.41,0.0,21.08,-0.2431235316306845
31/3/2021,97.5,30.49,37.44,128.19,2.76,0.51,63.2,36.8,0.0,20.13,-1.106327279271184
30/4/2021,97.46,31.43,45.62,193.12,2.8,0.5,60.94,37.8,28.24,23.06,-1.371113704927779
31/5/2021,97.6,30.8,59.25,209.69,2.66,0.5,75.3,37.5,70.12,21.76,-1.1460612907818344
30/6/2021,97.78,27.72,73.44,202.06,2.18,0.52,70.84,37.0,157.08,20.11,-0.6419079363316776
31/7/2021,97.88,26.16,80.94,226.12,2.04,0.55,79.12,37.06,194.91,17.54,-0.016337969971351313
31/8/2021,97.84,25.24,86.38,225.0,1.55,0.64,83.73,37.34,329.91,16.25,1.0425188747361303
30/9/2021,97.82,25.66,84.12,196.75,1.34,0.72,70.75,36.79,156.73,17.49,1.5455488928350165
31/10/2021,97.71,27.06,75.0,154.62,1.27,0.69,49.52,34.85,37.34,21.47,1.574755637968047
30/11/2021,97.67,26.98,59.06,110.5,1.53,0.62,38.11,32.24,1.21,21.34,1.3535867580650658
31/12/2021,97.78,23.99,44.25,70.88,2.69,0.56,29.15,30.75,0.0,19.64,0.8494334036149094
