DATE,PS,T2M,RH2M,WD2M,WS2M,GWETPROF,CLOUD_AMT,TOA_SW_DWN,PRECTOTCORR_SUM,ALLSKY_SFC_SW_DWN,SPI6
31/1/1981,98.44,21.82,36.88,58.88,2.51,0.52,,,0.0,,
28/2/1981,98.24,26.02,27.56,74.25,2.52,0.49,,,0.0,,
31/3/1981,98.13,30.23,35.12,107.25,2.09,0.47,,,5.27,,
30/4/1981,98.03,31.19,48.62,208.5,2.63,0.46,,,31.64,,
31/5/1981,98.21,28.87,68.56,229.12,2.53,0.48,,,73.83,,
30/6/1981,98.36,28.59,69.31,217.62,2.47,0.49,,,200.39,,-0.28082041050100687
31/7/1981,98.41,25.82,81.75,228.56,2.12,0.58,,,242.58,,0.6081675752070622
31/8/1981,98.4,25.65,82.94,227.88,1.66,0.61,,,221.48,,1.4198299508135555
30/9/1981,98.42,25.45,83.81,222.56,1.53,0.7,,,200.39,,2.134890284605947
31/10/1981,98.29,26.55,74.31,200.56,1.44,0.66,,,0.0,,2.0189385166621627
30/11/1981,98.38,23.73,53.69,82.56,1.97,0.59,,,0.0,,1.7483721757238047
31/12/1981,98.38,23.55,41.5,77.19,1.98,0.53,,,0.0,,1.013998763010309
31/1/1982,98.33,23.96,30.5,44.0,2.45,0.5,,,0.0,,0.12501077730223956
28/2/1982,98.22,26.25,33.5,69.88,2.36,0.48,,,10.55,,-0.6479887932534656
31/3/1982,98.11,29.85,34.31,91.12,2.59,0.46,,,5.27,,-1.3630491270458573
30/4/1982,98.03,31.18,52.88,232.12,2.85,0.45,,,36.91,,-1.2277842801809682
31/5/1982,98.21,28.76,69.62,228.75,2.55,0.48,,,121.29,,-0.7832902873269336
30/6/1982,98.44,27.51,73.56,218.5,2.23,0.5,,,147.66,,-0.24215760545021914
31/7/1982,98.43,26.4,76.94,221.0,2.01,0.52,,,121.29,,0.20233638740381543
31/8/1982,98.44,25.42,81.88,225.06,1.97,0.54,,,168.75,,0.782095227122739
30/9/1982,98.39,26.48,78.44,217.0,1.52,0.55,,,116.02,,1.1879630621345647
31/10/1982,98.29,27.13,70.62,215.12,1.7,0.53,,,68.55,,1.3039148300783494
30/11/1982,98.34,24.9,46.69,87.19,1.87,0.5,,,5.27,,0.8787339161454194
31/12/1982,98.37,24.46,32.31,61.0,2.34,0.48,,,0.0,,0.33760123426870453
31/1/1983,98.64,21.58,23.12,60.5,3.59,0.46,,,0.0,,-0.10689275858533004
28/2/1983,98.27,28.45,22.25,73.62,2.71,0.45,,,0.0,,-0.7253144033550415
31/3/1983,98.21,29.61,18.06,70.38,3.27,0.45,,,0.0,,-1.1504953172879715
30/4/1983,98.0,33.12,38.62,189.25,2.3,0.44,,,10.55,,-1.3630491270458576
31/5/1983,98.04,32.01,54.19,217.81,2.84,0.44,,,79.1,,-1.0924827861075004
30/6/1983,98.37,27.28,77.81,224.75,2.21,0.52,,,237.3,,-0.22284452652911474
31/7/1983,98.38,26.64,79.81,225.19,2.0,0.56,,,174.02,,0.4148901971617013
31/8/1983,98.51,26.37,77.69,215.88,1.82,0.55,,,105.47,,0.8014083060438435
30/9/1983,98.42,26.07,79.0,199.44,1.66,0.58,,,200.39,,1.5357817187573397
31/10/1983,98.36,26.69,59.69,125.44,1.75,0.55,,,0.0,,1.4971189137065521
30/11/1983,98.41,26.82,42.19,101.94,1.86,0.51,,,0.0,,1.20723949384709
31/12/1983,98.37,25.94,36.81,78.69,1.9,0.48,,,0.0,,0.33760123426870453
31/1/1984,98.35,23.95,26.81,74.81,2.52,0.46,21.95,31.21,0.0,21.63,-0.3001334894221117
29/2/1984,98.13,26.62,21.69,60.38,2.66,0.45,22.53,34.0,0.0,21.28,-0.6866515983042537
31/3/1984,97.96,31.09,33.56,232.94,2.58,0.45,45.55,36.64,0.0,22.73,-1.42102501101775
30/4/1984,97.97,31.84,47.12,224.25,3.09,0.44,70.05,37.84,31.64,20.35,-1.3050732430739653
31/5/1984,98.09,28.42,70.5,212.62,2.77,0.46,60.76,37.7,131.84,21.53,-0.8219164451691428
30/6/1984,98.29,27.91,70.56,223.38,2.33,0.48,56.95,37.28,110.74,21.41,-0.41608525736589635
31/7/1984,98.31,26.91,72.25,206.69,2.1,0.49,66.33,37.31,142.38,19.72,0.10569769838113494
31/8/1984,98.37,26.68,74.88,207.25,1.88,0.49,67.02,37.46,110.74,19.73,0.5115288861843815
30/9/1984,98.32,25.87,80.62,210.94,1.79,0.52,69.08,36.73,179.3,19.67,1.168613336004881
31/10/1984,98.26,26.72,70.44,192.75,1.71,0.53,58.27,34.59,47.46,20.25,1.2265892199767734
30/11/1984,98.27,27.19,44.25,110.31,1.83,0.49,24.88,31.8,0.0,19.7,0.7434324220719509
31/12/1984,98.29,24.12,32.75,71.31,2.34,0.47,29.76,30.23,0.0,16.84,0.3376012342687043
31/1/1985,98.22,26.47,27.56,55.06,2.38,0.45,35.91,31.27,0.0,19.82,-0.184181721478327
28/2/1985,98.34,24.95,13.81,65.88,3.12,0.45,25.86,34.03,0.0,22.79,-0.5900129092815735
31/3/1985,97.96,31.13,28.81,159.06,2.52,0.44,63.82,36.62,0.0,22.53,-1.247097359102073
30/4/1985,98.02,31.65,36.0,187.44,2.26,0.44,61.79,37.84,10.55,22.31,-1.3823622059669622
31/5/1985,98.08,31.12,56.25,226.81,3.16,0.44,66.55,37.7,47.46,23.16,-1.2084345540512853
30/6/1985,98.39,28.01,68.44,212.31,2.55,0.45,56.7,37.27,121.29,19.96,-0.7639405611972506
31/7/1985,98.43,25.53,80.38,212.81,1.93,0.51,69.98,37.3,210.94,18.61,0.009095656567033565
31/8/1985,98.4,25.32,83.94,211.94,1.62,0.58,64.85,37.46,263.67,18.19,0.9753726051680992
30/9/1985,98.34,25.25,84.31,215.69,1.54,0.65,58.99,36.73,174.02,20.45,1.6131073288589157
31/10/1985,98.29,25.94,70.38,128.81,1.43,0.62,29.17,34.6,15.82,21.5,1.63242040778002
30/11/1985,98.27,26.05,53.38,98.38,1.74,0.55,22.12,31.82,0.0,20.06,1.4584927558643428
31/12/1985,98.35,22.94,37.75,55.75,2.41,0.51,29.5,30.23,0.0,18.26,1.013998763010308
31/1/1986,98.37,23.55,26.81,58.38,2.32,0.48,18.19,31.25,0.0,20.22,0.24096254524602423
28/2/1986,98.13,28.66,27.12,75.19,2.37,0.46,25.85,34.0,0.0,21.03,-0.7253144033550417
31/3/1986,98.09,30.56,36.88,194.69,2.38,0.45,51.34,36.6,5.27,21.8,-1.3437360481247533
30/4/1986,97.95,31.65,52.94,227.5,2.84,0.45,71.03,37.84,26.37,21.7,-1.3050732430739655
31/5/1986,98.16,30.23,59.12,222.44,2.6,0.45,62.62,37.71,89.65,21.22,-0.9765310181637156
30/6/1986,98.28,29.15,63.88,220.56,2.61,0.46,55.61,37.27,84.38,21.31,-0.6673018721745704
31/7/1986,98.5,26.16,77.56,229.12,2.14,0.5,68.32,37.3,205.66,17.84,0.08638461946003032
31/8/1986,98.41,25.79,80.38,217.81,1.65,0.54,68.64,37.45,232.03,18.77,0.9367098001173115
30/9/1986,98.43,25.69,82.81,210.75,1.57,0.61,59.84,36.74,242.58,18.45,1.8063847069042758
31/10/1986,98.38,26.37,69.94,187.12,1.52,0.61,41.52,34.62,79.1,20.3,1.9996254377410576
30/11/1986,98.31,25.4,55.56,73.69,1.78,0.56,33.19,31.84,0.0,19.71,1.6710832128308077
31/12/1986,98.53,22.06,40.31,65.44,2.5,0.52,28.8,30.24,0.0,17.41,1.3618540668416625
31/1/1987,98.43,24.99,31.25,74.56,2.38,0.48,9.16,31.23,0.0,21.2,0.6081675752070614
28/2/1987,98.26,28.06,22.31,72.31,2.28,0.47,25.97,33.98,0.0,20.97,-0.24215760545021955
31/3/1987,98.09,30.27,30.69,145.38,2.53,0.45,55.39,36.58,0.0,21.89,-1.1311455911582884
30/4/1987,98.11,32.28,25.31,106.81,2.55,0.45,45.55,37.83,0.0,24.44,-1.4210250110177503
31/5/1987,97.99,33.61,42.25,205.44,2.69,0.44,48.28,37.71,15.82,22.61,-1.3630491270458578
30/6/1987,98.37,29.33,64.5,215.0,2.38,0.45,63.86,37.28,110.74,19.86,-0.9572179392426112
31/7/1987,98.29,28.24,69.81,209.06,2.23,0.47,65.58,37.3,126.56,19.45,-0.49341086746747226
31/8/1987,98.31,26.8,78.62,214.19,1.78,0.48,72.37,37.46,168.75,18.01,0.12501077730223933
30/9/1987,98.36,27.03,77.12,205.88,1.73,0.51,61.91,36.76,121.29,20.49,0.5695047701562737
31/10/1987,98.28,27.88,62.81,183.12,1.75,0.5,45.4,34.65,42.19,21.04,0.7241193431508465
30/11/1987,98.31,27.53,36.38,94.0,1.94,0.47,12.71,31.87,0.0,19.74,0.666143459178954
31/12/1987,98.4,26.01,27.19,71.0,2.39,0.46,22.43,30.25,0.0,16.27,0.26031227137570756
31/1/1988,98.34,26.43,22.81,69.75,2.62,0.45,31.01,31.23,0.0,18.82,-0.2034948003994314
29/2/1988,98.13,28.09,17.0,66.69,2.87,0.44,27.58,34.01,0.0,20.7,-0.821916445169143
31/3/1988,98.12,31.69,20.75,91.81,2.46,0.44,48.02,36.64,0.0,22.12,-1.2664104380231775
30/4/1988,97.98,32.48,47.56,221.56,2.78,0.44,67.1,37.85,26.37,19.59,-1.32438632199507
31/5/1988,98.11,32.57,50.44,207.19,3.14,0.43,52.02,37.72,15.82,22.95,-1.2664104380231775
30/6/1988,98.3,28.07,71.75,215.62,2.53,0.45,65.12,37.28,142.38,21.25,-0.7446274822761463
31/7/1988,98.39,26.69,77.31,228.31,2.29,0.48,69.41,37.3,174.02,19.46,-0.10689275858533004
31/8/1988,98.31,25.55,84.69,234.5,1.83,0.55,73.89,37.46,295.31,18.84,0.9753359579595203
30/9/1988,98.32,26.06,81.81,223.19,1.51,0.62,61.55,36.73,147.66,18.78,1.516468639836235
31/10/1988,98.25,27.11,64.75,113.75,1.62,0.58,35.24,34.59,5.27,21.73,1.439143029734659
30/11/1988,98.34,26.33,48.19,97.69,1.94,0.52,25.8,31.81,0.0,19.71,1.3811671457627666
31/12/1988,98.33,24.37,36.0,60.88,2.35,0.49,34.11,30.24,0.0,17.53,0.8593841900157352
31/1/1989,98.56,21.77,26.06,69.19,3.28,0.47,13.24,31.29,0.0,20.62,0.22164946632491941
28/2/1989,98.42,25.41,19.88,68.88,3.27,0.45,34.0,34.06,0.0,21.44,-0.860579250219931
31/3/1989,98.03,29.3,31.0,81.81,2.51,0.45,48.55,36.64,21.09,22.05,-1.3244229692036489
30/4/1989,97.92,32.23,40.88,210.0,2.56,0.45,57.28,37.87,26.37,21.97,-1.247097359102073
31/5/1989,98.16,31.44,53.25,195.88,2.74,0.45,53.73,37.74,79.1,22.62,-0.9572179392426112
30/6/1989,98.32,28.97,64.62,202.81,2.53,0.45,72.75,37.29,105.47,19.83,-0.5706998303604691
31/7/1989,98.45,26.01,79.31,222.12,2.0,0.49,72.48,37.33,184.57,16.97,0.10569769838113494
31/8/1989,98.38,25.46,83.56,229.31,1.89,0.55,72.59,37.48,284.77,17.8,1.1493002570837765
30/9/1989,98.29,25.88,81.81,209.5,1.55,0.61,60.98,36.74,147.66,19.91,1.6131439760674942
31/10/1989,98.35,26.01,72.12,156.12,1.48,0.62,44.26,34.63,84.38,20.39,1.825734433033959
30/11/1989,98.3,25.37,53.0,91.0,1.88,0.55,11.16,31.84,0.0,21.18,1.5358550131744977
31/12/1989,98.41,23.76,46.19,80.31,2.14,0.52,33.29,30.25,0.0,18.03,1.1493369042923554
31/1/1990,98.27,25.93,35.88,80.44,2.39,0.48,29.25,31.28,0.0,18.45,0.4729393755507512
28/2/1990,98.34,26.68,23.75,72.0,2.84,0.47,31.84,34.03,0.0,22.02,-0.5706631831518902
31/3/1990,98.27,28.96,17.88,75.38,3.07,0.45,26.57,36.62,0.0,22.49,-1.1117958650286048
30/4/1990,97.96,33.03,44.56,228.19,2.98,0.45,62.12,37.87,15.82,22.16,-1.3630491270458578
31/5/1990,98.17,30.37,61.25,213.44,2.73,0.45,58.2,37.73,79.1,20.77,-1.073169707186396
30/6/1990,98.33,29.06,66.19,219.44,2.45,0.47,53.61,37.31,105.47,21.2,-0.6866515983042539
31/7/1990,98.39,26.84,74.69,223.94,2.01,0.48,72.29,37.32,152.93,17.32,-0.12620583750643466
31/8/1990,98.47,25.96,81.69,223.69,1.7,0.55,60.78,37.47,226.76,18.91,0.7048062642297421
30/9/1990,98.38,26.46,78.81,212.12,1.52,0.57,63.39,36.77,131.84,19.35,1.1879630621345643
31/10/1990,98.28,27.94,63.25,169.88,1.73,0.54,31.17,34.64,0.0,21.48,1.1299871781626716
30/11/1990,98.23,28.43,46.75,121.44,1.78,0.5,30.11,31.84,0.0,20.13,0.8401077583032102
31/12/1990,98.23,27.77,34.06,61.88,1.91,0.48,30.34,30.25,0.0,17.34,0.4535896494210679
31/1/1991,98.37,25.87,23.38,67.88,2.47,0.46,18.56,31.25,0.0,18.43,-0.10685611137675112
28/2/1991,98.14,30.86,27.38,65.88,1.92,0.45,38.7,34.0,0.0,20.94,-0.9378682131129278
31/3/1991,98.0,31.54,34.25,102.38,2.12,0.45,52.06,36.61,21.09,21.37,-1.3437360481247533
30/4/1991,97.99,32.57,44.12,233.94,2.88,0.44,61.94,37.88,26.37,20.79,-1.247097359102073
31/5/1991,98.17,28.77,70.56,218.12,2.24,0.46,72.02,37.74,174.02,19.11,-0.6093626354112569
30/6/1991,98.32,28.46,71.06,220.94,2.23,0.49,48.09,37.29,89.65,21.16,-0.28082041050100726
31/7/1991,98.45,26.15,80.25,228.75,1.86,0.52,67.07,37.32,179.3,17.89,0.3762640393194925
31/8/1991,98.45,25.17,85.88,235.75,1.81,0.58,70.0,37.48,195.12,18.4,1.0913243731118842
30/9/1991,98.43,26.83,76.5,222.5,1.52,0.58,48.09,36.78,21.09,20.6,1.091324373111884
31/10/1991,98.3,27.35,68.69,218.38,1.64,0.54,43.04,34.65,42.19,21.55,1.1493002570837765
30/11/1991,98.34,26.07,45.31,93.69,1.9,0.5,26.96,31.88,0.0,20.71,0.5115655333929605
31/12/1991,98.44,23.83,34.19,74.19,2.45,0.48,14.45,30.24,0.0,18.07,0.1830233084827108
31/1/1992,98.49,23.29,25.0,51.5,2.95,0.46,35.1,31.24,0.0,18.93,-0.4740611413377889
29/2/1992,98.42,26.4,16.5,68.25,3.29,0.45,27.67,34.03,0.0,21.44,-1.1891214751301806
31/3/1992,98.06,31.05,18.88,27.88,2.3,0.44,50.8,36.67,0.0,21.7,-1.2664104380231775
30/4/1992,98.04,32.25,44.62,200.62,2.74,0.44,59.55,37.87,26.37,22.4,-1.32438632199507
31/5/1992,98.14,30.94,56.5,225.38,2.98,0.44,68.19,37.72,42.19,20.39,-1.1697717490004973
30/6/1992,98.31,29.5,62.94,213.06,2.54,0.45,49.88,37.29,52.73,20.81,-0.9765310181637156
31/7/1992,98.47,26.67,75.5,216.25,1.91,0.48,62.83,37.32,168.75,18.01,-0.3581093733940042
31/8/1992,98.49,25.4,82.31,226.38,1.84,0.52,77.24,37.46,242.58,17.98,0.5308786123140649
30/9/1992,98.34,26.03,78.31,170.5,1.52,0.57,66.41,36.73,110.74,19.83,0.9367098001173115
31/10/1992,98.3,28.08,59.56,175.56,1.84,0.53,32.39,34.58,5.27,21.93,0.8593841900157356
30/11/1992,98.34,25.94,41.88,80.69,2.12,0.49,34.25,31.8,0.0,18.95,0.7047696170211633
31/12/1992,98.39,23.76,32.44,72.25,2.08,0.47,18.86,30.24,0.0,17.15,0.5115288861843815
31/1/1993,98.56,22.65,23.12,53.88,3.04,0.46,24.5,31.29,0.0,19.1,-0.10689275858533004
28/2/1993,98.26,27.65,19.25,55.5,2.7,0.45,33.28,34.03,0.0,21.61,-0.9958807442933991
31/3/1993,98.19,30.32,28.62,108.12,2.77,0.45,53.83,36.63,0.0,22.01,-1.4017119320966458
30/4/1993,97.96,32.93,32.31,212.5,2.74,0.44,50.77,37.86,15.82,22.41,-1.3630491270458578
31/5/1993,98.05,31.25,59.0,230.19,3.07,0.44,65.02,37.72,58.01,20.89,-1.1504586700793928
30/6/1993,98.35,29.91,60.06,206.62,2.48,0.45,55.16,37.28,68.55,20.4,-0.8992420552707189
31/7/1993,98.41,26.99,75.06,216.0,1.91,0.48,67.23,37.31,189.84,18.63,-0.2035314476080103
31/8/1993,98.44,26.4,78.62,213.56,1.56,0.51,64.73,37.47,152.93,18.62,0.3569143131898087
30/9/1993,98.37,26.65,77.0,211.69,1.6,0.52,60.66,36.73,110.74,19.68,0.7627455009930554
31/10/1993,98.26,29.52,57.19,176.69,1.91,0.49,38.28,34.59,0.0,21.57,0.7047696170211628
30/11/1993,98.13,29.35,40.88,129.44,1.84,0.47,24.64,31.81,0.0,20.25,0.4921791600546978
31/12/1993,98.34,25.83,30.06,64.5,2.4,0.45,16.2,30.23,0.0,16.9,0.24096254524602403
31/1/1994,98.28,25.76,24.0,60.56,2.7,0.45,23.88,31.26,0.0,16.95,-0.45474806241668453
28/2/1994,98.31,26.74,16.44,66.5,2.85,0.44,14.38,34.02,0.0,20.98,-1.0151938232145035
31/3/1994,98.05,32.19,30.19,162.38,2.18,0.44,49.27,36.61,5.27,23.79,-1.4017119320966458
30/4/1994,97.94,33.18,40.12,223.19,2.86,0.43,68.82,37.85,31.64,23.53,-1.2857601641528609
31/5/1994,98.17,30.97,57.31,229.25,2.59,0.44,70.41,37.71,79.1,20.94,-0.9958807442933991
30/6/1994,98.34,29.08,63.88,224.0,2.58,0.45,54.73,37.28,79.1,21.15,-0.7060013244339374
31/7/1994,98.41,26.94,74.69,222.62,2.28,0.48,69.09,37.3,168.75,18.43,-0.08757967966422563
31/8/1994,98.37,25.18,85.44,228.25,1.92,0.55,75.98,37.46,295.31,16.84,0.9946490368806247
30/9/1994,98.37,26.08,82.69,198.31,1.55,0.62,62.39,36.74,174.02,20.84,1.6130706816503364
31/10/1994,98.29,26.55,77.44,188.38,1.3,0.6,52.3,34.61,42.19,21.24,1.6517334867011244
30/11/1994,98.43,24.48,53.62,83.38,1.95,0.55,13.43,31.84,0.0,20.53,1.3618540668416625
31/12/1994,98.59,21.2,42.56,65.94,2.75,0.51,20.83,30.23,0.0,16.24,1.0719746469822007
31/1/1995,98.51,22.93,31.0,53.06,2.55,0.48,10.42,31.24,0.0,17.93,0.453553002212489
28/2/1995,98.42,25.42,23.75,65.06,2.66,0.47,24.84,33.99,0.0,20.51,-0.6286757143323615
31/3/1995,98.04,31.76,32.62,124.38,2.38,0.45,40.83,36.59,0.0,22.5,-1.2664104380231775
30/4/1995,97.93,31.61,51.81,220.0,2.52,0.45,60.98,37.84,73.83,21.04,-1.1504586700793928
31/5/1995,98.13,30.61,59.5,214.0,2.62,0.46,62.98,37.71,47.46,20.81,-0.9765310181637156
30/6/1995,98.28,29.58,63.56,217.31,2.67,0.45,50.9,37.28,68.55,20.69,-0.7253144033550417
31/7/1995,98.24,27.67,71.69,222.0,2.22,0.47,68.34,37.3,126.56,18.76,-0.26150733157990286
31/8/1995,98.33,25.92,84.0,226.31,1.7,0.54,71.38,37.46,300.59,17.99,0.8400711110946312
30/9/1995,98.39,26.44,80.69,197.31,1.46,0.58,58.9,36.75,84.38,20.11,1.1493002570837765
31/10/1995,98.24,27.68,69.81,202.0,1.7,0.55,39.52,34.63,21.09,22.01,0.9560228790384159
30/11/1995,98.36,25.55,48.25,92.62,2.04,0.51,23.41,31.85,0.0,19.42,0.782095227122739
31/12/1995,98.4,25.53,39.44,91.94,2.26,0.48,14.53,30.23,0.0,17.58,0.5308786123140649
31/1/1996,98.2,25.95,27.94,73.94,2.2,0.46,21.97,31.22,0.0,19.82,0.0670715405389259
29/2/1996,98.08,28.77,27.81,82.12,2.23,0.45,34.27,34.01,0.0,20.97,-1.0345069021356081
31/3/1996,97.99,31.79,29.12,89.06,2.12,0.45,41.93,36.64,0.0,23.2,-1.3437360481247533
30/4/1996,97.94,33.1,40.25,237.06,2.62,0.44,60.48,37.85,15.82,21.36,-1.3630491270458578
31/5/1996,98.1,31.13,57.88,210.81,2.91,0.45,58.54,37.7,84.38,20.89,-1.0538199810567126
30/6/1996,98.33,27.86,73.25,213.69,2.24,0.48,54.37,37.27,147.66,21.15,-0.5126872991799979
31/7/1996,98.45,26.53,77.31,218.56,2.1,0.5,63.68,37.3,179.3,19.63,0.14439715064050157
31/8/1996,98.39,25.82,82.62,227.62,1.83,0.53,69.68,37.45,226.76,17.54,0.9754092523766781
30/9/1996,98.32,26.05,82.31,200.88,1.52,0.59,65.64,36.71,195.12,18.52,1.69046958616907
31/10/1996,98.32,26.27,71.31,150.62,1.62,0.58,33.38,34.57,26.37,21.24,1.7291323912198577
30/11/1996,98.34,23.98,46.44,82.5,2.05,0.52,5.24,31.79,0.0,20.16,1.4199032452307125
31/12/1996,98.35,24.39,38.88,85.75,2.02,0.49,10.62,30.23,0.0,18.37,0.8787705633539978
31/1/1997,98.32,25.04,27.5,65.94,2.25,0.47,17.34,31.28,0.0,19.41,0.22168611353349854
28/2/1997,98.47,24.52,19.31,65.62,3.19,0.45,12.41,34.04,0.0,20.56,-0.609325988202678
31/3/1997,98.15,29.48,35.31,88.62,2.43,0.45,56.42,36.63,36.91,21.97,-1.1891214751301806
30/4/1997,98.13,30.98,50.62,239.88,3.05,0.45,60.62,37.85,10.55,22.06,-1.247097359102073
31/5/1997,98.3,28.99,66.94,208.81,2.37,0.46,56.69,37.71,84.38,21.36,-0.9378682131129279
30/6/1997,98.31,28.32,70.88,201.0,1.98,0.47,66.37,37.27,137.11,19.16,-0.435398336287001
31/7/1997,98.43,27.11,77.0,222.69,2.05,0.49,54.24,37.3,147.66,18.8,0.10573434558971384
31/8/1997,98.48,26.53,80.31,211.06,1.55,0.52,64.34,37.45,179.3,18.46,0.7628187954102131
30/9/1997,98.37,27.23,76.44,178.0,1.52,0.53,58.81,36.72,84.38,19.66,0.9367830945344693
31/10/1997,98.23,29.4,62.75,198.25,1.91,0.51,55.12,34.6,26.37,20.76,0.9947589785063614
30/11/1997,98.26,28.23,39.0,105.12,1.91,0.48,31.37,31.82,0.0,20.14,0.6855298325172162
31/12/1997,98.44,24.94,30.5,76.31,2.09,0.46,29.43,30.24,0.0,18.65,0.18305995569128952
31/1/1998,98.39,24.85,23.19,68.06,2.73,0.45,17.07,31.27,0.0,19.04,-0.35807272618542535
28/2/1998,98.42,28.69,20.88,73.25,2.84,0.45,20.21,34.02,0.0,21.02,-1.0151571760059246
31/3/1998,98.2,29.73,14.38,56.06,2.95,0.44,26.7,36.62,0.0,23.51,-1.32438632199507
30/4/1998,97.95,34.55,39.81,211.56,2.66,0.44,65.19,37.85,21.09,21.78,-1.3437360481247533
31/5/1998,98.19,30.77,64.31,222.5,2.82,0.45,51.16,37.72,147.66,24.35,-0.8026033662480386
30/6/1998,98.41,28.72,71.0,217.38,2.21,0.48,53.52,37.29,137.11,19.73,-0.3001334894221117
31/7/1998,98.38,27.17,76.56,221.94,1.86,0.51,67.37,37.32,216.21,17.93,0.4922158072632771
31/8/1998,98.34,26.1,83.44,227.81,1.85,0.56,78.49,37.47,247.85,15.97,1.4005168718924503
30/9/1998,98.35,26.21,83.12,222.06,1.45,0.61,70.09,36.75,174.02,18.16,2.0382515955832665
31/10/1998,98.33,27.6,69.62,174.38,1.57,0.59,43.37,34.63,26.37,20.8,2.0576013217129496
30/11/1998,98.25,27.09,47.44,99.31,1.66,0.53,18.28,31.84,0.0,20.31,1.5164686398362353
31/12/1998,98.38,24.87,40.19,80.75,2.23,0.49,30.19,30.25,0.0,17.69,1.0139987630103084
31/1/1999,98.26,25.19,28.81,64.38,2.28,0.47,20.03,31.26,0.0,19.05,0.22164946632491941
28/2/1999,98.18,28.07,24.56,30.25,2.5,0.46,36.8,34.01,5.27,21.01,-0.6673385193831493
31/3/1999,97.87,32.55,31.38,244.25,2.19,0.45,46.8,36.62,0.0,23.32,-1.3050732430739655
30/4/1999,98.01,32.93,38.56,211.69,2.47,0.45,56.52,37.86,15.82,20.8,-1.3437360481247533
31/5/1999,98.11,32.09,50.0,204.19,2.21,0.45,56.98,37.74,116.02,21.42,-0.9185551341918233
30/6/1999,98.22,30.14,59.12,198.06,2.25,0.46,57.73,37.29,63.28,21.21,-0.6866515983042539
31/7/1999,98.37,27.16,73.06,228.62,2.1,0.48,75.43,37.32,121.29,17.39,-0.24215760545021933
31/8/1999,98.38,25.68,82.25,228.94,1.94,0.51,81.95,37.48,232.03,15.65,0.5888544962859574
30/9/1999,98.3,26.01,81.94,202.69,1.27,0.58,69.73,36.77,210.94,18.05,1.3618907140502414
31/10/1999,98.31,27.0,68.56,159.06,1.51,0.57,42.52,34.65,52.73,20.97,1.4971555609151306
30/11/1999,98.28,26.5,40.81,74.0,1.89,0.52,21.8,31.86,0.0,20.3,1.0719746469822007
31/12/1999,98.36,23.52,30.12,62.38,2.55,0.49,11.12,30.26,0.0,18.38,0.8400711110946312
31/1/2000,98.19,26.37,28.44,67.81,2.66,0.47,28.68,31.25,0.0,18.88,0.39557711824059666
29/2/2000,98.43,25.02,17.56,53.19,3.55,0.45,12.52,34.04,0.0,21.15,-0.45474806241668453
31/3/2000,98.08,29.26,18.69,59.69,2.84,0.45,30.58,36.66,0.0,22.52,-1.2277842801809686
30/4/2000,97.84,33.69,34.19,202.38,2.17,0.44,48.7,37.87,10.55,22.74,-1.3823622059669622
31/5/2000,98.03,33.48,43.31,207.81,2.52,0.44,52.11,37.72,47.46,22.33,-1.2084345540512853
30/6/2000,98.33,28.54,67.25,208.38,2.27,0.46,53.46,37.29,147.66,19.28,-0.6673018721745704
31/7/2000,98.33,26.69,74.88,215.19,1.96,0.48,73.22,37.33,147.66,17.52,-0.12616919029785575
31/8/2000,98.43,26.38,77.44,198.94,1.7,0.51,75.06,37.49,137.11,16.85,0.37630068652807114
30/9/2000,98.3,26.87,75.75,184.19,1.69,0.51,60.79,36.73,121.29,18.95,0.8207946793821057
