DATE,PS,T2M,RH2M,WD2M,WS2M,GWETPROF,CLOUD_AMT,TOA_SW_DWN,PRECTOTCORR_SUM,ALLSKY_SFC_SW_DWN
30/11/2010,97.6,26.3,65.62,123.12,1.36,0.68,37.33,32.26,0,19.78
31/12/2010,97.64,23.47,46.81,81.38,1.89,0.61,10.68,30.75,0,20.6
31/1/2011,97.65,22.93,40.06,77.12,2.48,0.57,21.95,31.74,0,19.67
28/2/2011,97.53,28.66,41.25,75,2.3,0.54,48.17,34.36,0,19.77
31/3/2011,97.42,30.71,45.38,151.19,2.21,0.52,60.2,36.76,0,22.16
30/4/2011,97.4,31.15,45,216.38,2.41,0.51,67.9,37.81,10.55,21.36
31/5/2011,97.58,29.14,68.44,217.88,2.33,0.51,74.66,37.52,89.65,20.6
30/6/2011,97.74,27.69,73.12,215.5,2.02,0.51,67.31,37.01,73.83,19.26
31/7/2011,97.78,26.37,79,215.75,1.72,0.52,67.05,37.06,168.75,18.29
31/8/2011,97.81,25.35,83.94,210.81,1.54,0.59,82.22,37.34,263.67,16.84
30/9/2011,97.84,25.8,81.88,187.19,1.41,0.64,75.56,36.81,168.75,17.36
31/10/2011,97.62,26.65,74.88,161.88,1.45,0.62,54.13,34.91,52.73,20.13
30/11/2011,97.67,26.21,45,104.88,1.69,0.57,20.52,32.29,0,22
31/12/2011,97.82,23.41,28.88,61.88,2.39,0.54,13.98,30.77,0,20.03
31/1/2012,97.78,24.9,24.81,50.81,2.68,0.52,20.76,31.73,0,19.83
29/2/2012,97.5,28.52,29.31,63.06,2.36,0.51,39.87,34.39,5.27,19.86
31/3/2012,97.56,30.13,24.94,87.5,2.56,0.5,53.57,36.82,0,20.26
30/4/2012,97.47,30.89,52.62,225.06,2.88,0.49,72.02,37.81,15.82,21.16
31/5/2012,97.68,28.19,71.06,213.06,2.41,0.51,69.2,37.5,126.56,19.71
30/6/2012,97.83,26.98,76.25,222.12,1.86,0.52,61.4,37,131.84,19.43
31/7/2012,97.81,25.62,82.56,231.62,1.55,0.57,75.01,37.06,195.12,16.75
31/8/2012,97.86,25.09,85,227.12,1.6,0.62,76.5,37.35,268.95,16.39
30/9/2012,97.88,25.25,85.25,224.56,1.51,0.7,75.23,36.79,142.38,18.52
31/10/2012,97.71,26.58,79.06,182.69,1.3,0.69,61.29,34.85,73.83,20.52
30/11/2012,97.67,26.68,62.12,131.38,1.51,0.63,31.05,32.23,0,20.79
31/12/2012,97.75,24.19,46.25,82,2.1,0.58,22.05,30.76,0,19.57
31/1/2013,97.8,25.58,33.81,55.25,2.39,0.54,23.55,31.78,0,19.98
28/2/2013,97.58,28.16,31.5,71.94,2.3,0.52,37.3,34.41,5.27,20.4
31/3/2013,97.47,32.19,47.56,221.12,2.45,0.51,64.41,36.81,0,20.8
30/4/2013,97.56,30.45,60,216.31,2.38,0.51,67.41,37.81,58.01,21.04
31/5/2013,97.67,29.51,65.44,213.75,2.3,0.5,63.43,37.51,68.55,21.52
30/6/2013,97.77,27.54,74.69,215.12,2.06,0.52,57.67,37.01,142.38,19.57
31/7/2013,97.88,25.97,80.12,223.94,1.54,0.55,70.3,37.07,121.29,17.95
31/8/2013,97.8,25.23,83.69,224.69,1.45,0.57,74.27,37.35,200.39,16.37
30/9/2013,97.83,26.01,81.19,203.31,1.22,0.6,64.82,36.8,105.47,18.28
31/10/2013,97.75,27.62,62.81,125.19,1.52,0.58,42.44,34.86,36.91,20.65
30/11/2013,97.57,28.69,39.38,79.81,1.73,0.54,29.84,32.24,0,21.17
31/12/2013,97.76,26.3,25.75,52.62,2.55,0.52,26.09,30.75,0,19.71
31/1/2014,97.71,26.62,23.88,61.69,2.62,0.51,30.23,31.76,0,19.25
28/2/2014,97.61,28.51,18.06,54.62,3.08,0.5,26.36,34.38,0,20.85
31/3/2014,97.5,31.36,30.75,263.25,2.19,0.49,60.48,36.79,0,22.14
30/4/2014,97.52,31.46,53.38,209.19,2.48,0.48,68.16,37.81,52.73,20.52
31/5/2014,97.61,29.73,63.75,190.19,2.21,0.5,68.35,37.52,73.83,20.62
30/6/2014,97.76,28.87,68.06,208.69,2.03,0.49,57.88,37.01,89.65,19.83
31/7/2014,97.92,27.57,72.19,216.25,1.84,0.5,65.41,37.06,116.02,18.73
31/8/2014,97.85,25.58,83.06,220.75,1.62,0.55,70.95,37.35,237.3,16.98
30/9/2014,97.85,25.4,83.88,184.19,1.4,0.61,64.98,36.81,216.21,18.25
31/10/2014,97.76,27.17,71.5,160,1.59,0.6,51.09,34.87,26.37,20.9
30/11/2014,97.7,27.72,49.12,126.56,1.82,0.55,26.17,32.27,0,20.81
31/12/2014,97.84,25.5,28.31,66.44,2.3,0.53,17.01,30.76,0,19.52
31/1/2015,97.96,23.73,20.94,58.5,2.94,0.52,18.27,31.75,0,19.82
28/2/2015,97.62,29.23,27.06,58.5,2.35,0.5,38.32,34.39,5.27,20.92
31/3/2015,97.55,30.55,30.38,66.75,2.41,0.49,57.48,36.79,10.55,19.71
30/4/2015,97.61,31.52,32.69,120.25,2.32,0.48,46.72,37.82,0,21.35
31/5/2015,97.63,30.5,59.19,210.69,2.59,0.49,65.59,37.53,68.55,20.9
30/6/2015,97.81,29.17,64.56,214.62,2.49,0.49,52.88,37.01,36.91,20.31
31/7/2015,97.84,27,76.62,224.5,1.72,0.52,66.51,37.07,189.84,18.06
31/8/2015,97.84,25.39,86.38,219.81,1.41,0.59,80.33,37.34,311.13,16.3
30/9/2015,97.83,26.09,84,169.5,1.25,0.73,64.58,36.81,295.31,19.03
31/10/2015,97.78,27.28,77.56,205.5,1.24,0.73,51.9,34.91,63.28,20.07
30/11/2015,97.8,25.1,56.06,75.44,1.73,0.66,18.56,32.29,0,20.76
31/12/2015,98.11,20.69,42,63.12,3.06,0.59,23.1,30.76,0,17.93
31/1/2016,97.98,22.54,29.06,60.69,3.13,0.55,29.02,31.73,0,18.92
29/2/2016,97.76,26.41,22.12,59.38,2.66,0.53,23.23,34.39,0,19.13
31/3/2016,97.58,32.02,35.62,276.94,2.07,0.52,59.8,36.82,10.55,20.99
30/4/2016,97.5,31.83,56.31,221.75,2.5,0.51,56.6,37.8,47.46,22.28
31/5/2016,97.71,30.45,62.62,216.06,2.72,0.51,66.41,37.5,73.83,21.27
30/6/2016,97.88,28.02,70.75,213.62,2.13,0.52,66.98,37,131.84,18.32
31/7/2016,97.84,26.01,82.5,214.56,1.59,0.55,73.99,37.06,184.57,17.39
31/8/2016,97.85,25.78,83.62,213.56,1.42,0.61,78.26,37.34,221.48,16.76
30/9/2016,97.87,25.76,83.5,183.38,1.2,0.69,71.39,36.78,216.21,18.24
31/10/2016,97.69,27,72.12,168.06,1.39,0.66,37.11,34.84,15.82,21.23
30/11/2016,97.68,27.32,53.38,105.88,1.56,0.6,32.09,32.22,0,20.16
31/12/2016,97.73,26.31,39.62,79.44,2.18,0.55,30.84,30.75,0,18.73
31/1/2017,97.73,26.61,25.5,51.12,2.45,0.53,27.56,31.76,0,19.8
28/2/2017,97.7,27.44,17.06,69.38,3.12,0.52,22.61,34.41,0,20.95
31/3/2017,97.48,31.21,22.19,77.56,2.28,0.5,38.87,36.79,0,23.54
30/4/2017,97.47,31.65,49.62,211.19,2.34,0.5,57.93,37.8,89.65,21.39
31/5/2017,97.65,29.44,67.06,206.38,2.41,0.51,62.63,37.5,79.1,20.12
30/6/2017,97.77,27.44,76.75,214.81,1.82,0.53,66.52,36.99,247.85,19.43
31/7/2017,97.91,25.93,82.44,223.75,1.58,0.59,67.8,37.05,237.3,18.59
31/8/2017,97.82,25.48,85.19,217.19,1.59,0.67,77.61,37.33,290.04,16.1
30/9/2017,97.83,25.9,83.94,206.94,1.27,0.75,63.8,36.78,158.2,17.69
31/10/2017,97.77,25.76,72.44,144.12,1.33,0.74,38.48,34.85,42.19,21.71
30/11/2017,97.73,24.91,57.44,102.5,1.55,0.66,34.87,32.24,0,20.69
31/12/2017,97.79,23.9,49.19,69.62,2.08,0.6,36.62,30.75,0,17.67
31/1/2018,97.85,22.16,34.06,74.12,2.59,0.55,33.8,31.75,0,19.02
28/2/2018,97.53,28.28,34.56,67.31,2.22,0.53,37.35,34.38,5.27,20.36
31/3/2018,97.52,30.94,40.19,172,2.41,0.52,58.97,36.78,15.82,21.67
30/4/2018,97.47,32.51,47.06,222.19,2.73,0.51,64.01,37.8,0,21.29
31/5/2018,97.61,29.77,65,220.81,2.67,0.51,75.37,37.5,94.92,21.13
30/6/2018,97.81,26.85,79.81,218.06,1.94,0.54,67.83,36.99,168.75,18.95
31/7/2018,97.88,25.76,83.25,217.19,1.59,0.61,76.81,37.05,316.41,17.12
31/8/2018,97.86,25.2,85.75,226.69,1.6,0.7,82.91,37.33,363.87,15.74
30/9/2018,97.74,25.65,85.19,174.56,1.28,0.8,70.12,36.79,221.48,18.14
31/10/2018,97.73,26.37,79.69,186.62,1.22,0.8,62.71,34.87,79.1,19.91
30/11/2018,97.71,24.82,63.56,100.62,1.59,0.73,43.38,32.25,0,21.17
31/12/2018,97.92,21.9,54.06,70.62,2.3,0.65,19.81,30.75,0,19.6
31/1/2019,97.84,24.02,40.06,64.38,2.09,0.59,22.7,31.74,0,20.89
28/2/2019,97.73,26.48,29.75,70.44,2.31,0.55,32.44,34.36,0,21.3
31/3/2019,97.6,31,35.06,98.75,2.05,0.53,56.59,36.76,5.27,21.61
30/4/2019,97.5,31.51,52.56,223.19,2.44,0.52,80.3,37.79,68.55,21.21
31/5/2019,97.62,28.54,72.12,216.25,2.22,0.53,76.7,37.51,79.1,19.86
30/6/2019,97.84,27.55,76.69,213.25,2.02,0.54,64.12,36.99,147.66,19.91
31/7/2019,97.83,26,82.75,223.5,1.62,0.59,75.41,37.05,226.76,16.97
31/8/2019,97.9,25.21,85.88,228.5,1.68,0.63,77.41,37.33,210.94,16.93
30/9/2019,97.82,26,84.44,173.81,1.26,0.7,73.64,36.8,200.39,18.33
31/10/2019,97.69,25.69,84.88,156.81,1.34,0.73,71.67,34.89,94.92,18.04
30/11/2019,97.66,26.22,63.06,114.56,1.43,0.67,29.78,32.27,0,21.38
31/12/2019,97.81,22.9,46.38,76.31,2.25,0.6,23.82,30.75,0,20.96
31/1/2020,97.91,23.25,37.94,68.75,2.8,0.56,22.77,31.72,0,19.46
29/2/2020,97.81,25.65,24.25,67.81,3.11,0.53,20.2,34.38,0,20.73
31/3/2020,97.54,30.87,45.88,181.5,2.19,0.52,65.41,36.81,47.46,21.27
30/4/2020,97.6,30.8,57.06,205.75,2.75,0.51,67.36,37.8,36.91,21.74
31/5/2020,97.71,30.09,63.44,208.5,2.65,0.51,67.59,37.5,63.28,21.12
30/6/2020,97.8,27.87,74.44,215.62,2.19,0.52,72.42,37,100.2,18.72
31/7/2020,97.75,26.12,80.81,222.12,1.85,0.54,77.98,37.07,184.57,17.38
31/8/2020,97.76,25.37,84.5,227.25,2.09,0.59,77.91,37.33,195.12,16.43
30/9/2020,97.78,25.48,84.81,195.31,1.5,0.66,75.46,36.77,268.95,17.74
31/10/2020,97.78,25.73,76.44,114.75,1.5,0.68,43.95,34.83,110.74,20.63
30/11/2020,97.8,25.51,59.56,79.81,2.08,0.61,25.56,32.22,0,21.05
31/12/2020,97.74,25.79,46.94,87.31,2.04,0.56,22.23,30.75,0,20.44
31/1/2021,97.73,25.53,31.88,74.31,2.72,0.53,15.38,31.78,0,21.6
28/2/2021,97.71,26.73,23.06,73.56,2.94,0.52,24.17,34.41,0,21.08
31/3/2021,97.5,30.49,37.44,128.19,2.76,0.51,63.2,36.8,0,20.13
30/4/2021,97.46,31.43,45.62,193.12,2.8,0.5,60.94,37.8,28.24,23.06
31/5/2021,97.6,30.8,59.25,209.69,2.66,0.5,75.3,37.5,70.12,21.76
30/6/2021,97.78,27.72,73.44,202.06,2.18,0.52,70.84,37,157.08,20.11
31/7/2021,97.88,26.16,80.94,226.12,2.04,0.55,79.12,37.06,194.91,17.54
31/8/2021,97.84,25.24,86.38,225,1.55,0.64,83.73,37.34,329.91,16.25
30/9/2021,97.82,25.66,84.12,196.75,1.34,0.72,70.75,36.79,156.73,17.49
31/10/2021,97.71,27.06,75,154.62,1.27,0.69,49.52,34.85,37.34,21.47
30/11/2021,97.67,26.98,59.06,110.5,1.53,0.62,38.11,32.24,1.21,21.34
31/12/2021,97.78,23.99,44.25,70.88,2.69,0.56,29.15,30.75,0,19.64
