DATE,PS,T2M,RH2M,WD2M,WS2M,GWETPROF,CLOUD_AMT,TOA_SW_DWN,PRECTOTCORR_SUM,ALLSKY_SFC_SW_DWN,SPI6,Moving_Sum_6
31/12/2000,98.05,24.3,21.31,64.12,2.54,0.49,30.47,30.26,0.0,19.01,0.11787960539409616,432.42000000000013
31/1/2001,98.06,23.65,16.0,64.81,2.9,0.48,35.24,31.32,0.0,20.07,-0.3785061379934482,295.3100000000001
28/2/2001,97.93,25.77,12.38,54.94,3.45,0.48,45.3,34.08,0.0,20.65,-0.8366972231304011,168.7500000000001
31/3/2001,97.69,30.9,16.12,72.56,2.33,0.48,59.73,36.65,0.0,21.82,-1.2376144226252348,58.01000000000011
30/4/2001,97.59,33.45,38.0,228.5,2.98,0.48,67.83,37.86,0.0,21.65,-1.447630737802184,0.0
31/5/2001,97.77,31.27,55.56,221.12,3.02,0.48,75.09,37.74,63.28,20.78,-1.2185351952337071,63.280000000000115
30/6/2001,97.96,28.56,66.25,224.62,2.55,0.48,76.61,37.3,110.74,19.97,-0.8176179957388735,174.0200000000001
31/7/2001,98.02,26.87,75.19,224.25,1.97,0.51,74.66,37.33,168.75,18.36,-0.20668448106709095,342.7700000000001
31/8/2001,98.13,25.91,82.12,230.5,1.64,0.55,81.48,37.47,216.21,15.84,0.576070690531049,558.9800000000001
30/9/2001,97.99,25.81,81.19,192.44,1.55,0.59,72.62,36.73,126.56,18.9,1.0342617756680017,685.5400000000001
31/10/2001,97.96,27.65,57.38,124.31,1.78,0.56,42.42,34.61,5.27,19.91,1.0533410030595294,690.8100000000001
30/11/2001,97.94,26.71,34.69,86.5,2.06,0.53,22.4,31.83,0.0,21.04,0.824245460491053,627.5300000000001
31/12/2001,97.94,25.8,24.19,70.44,2.66,0.51,28.63,30.27,0.0,20.79,0.4233282609962192,516.7900000000001
31/1/2002,98.1,24.2,18.12,60.06,3.55,0.5,41.88,31.31,0.0,18.8,-0.18760525367556313,348.04000000000013
28/2/2002,97.93,26.71,13.06,51.81,2.97,0.49,32.35,34.06,0.0,21.88,-0.9703604252737031,131.83000000000013
31/3/2002,97.65,31.45,24.38,81.25,2.22,0.48,50.69,36.65,10.55,21.37,-1.3903568521600644,15.820000000000114
30/4/2002,97.46,33.72,38.5,238.06,2.82,0.48,77.79,37.87,5.27,21.56,-1.3903568521600644,15.820000000000114
31/5/2002,97.75,31.3,57.0,212.94,2.59,0.48,63.15,37.74,79.1,22.24,-1.103987423949469,94.9200000000001
30/6/2002,97.98,29.58,60.94,215.81,2.66,0.48,65.8,37.31,73.83,19.52,-0.8366972231304011,168.7500000000001
31/7/2002,98.08,26.97,76.56,222.06,1.88,0.52,69.3,37.32,147.66,19.04,-0.30211682149226543,316.4100000000001
31/8/2002,98.06,26.06,81.31,199.31,1.59,0.55,73.02,37.46,205.66,19.63,0.4424436918552829,522.07
30/9/2002,98.04,26.22,80.0,197.19,1.53,0.58,62.9,36.74,116.02,20.78,0.824281663958589,627.5400000000001
31/10/2002,97.92,27.07,66.56,153.25,1.59,0.55,67.45,34.62,36.91,18.98,0.9388294352428272,659.1800000000001
30/11/2002,97.98,27.49,37.69,95.38,1.89,0.52,42.56,31.85,0.0,20.06,0.6524600070322316,580.08
31/12/2002,98.13,25.23,24.88,65.31,2.77,0.51,39.41,30.27,0.0,20.29,0.38516980621316377,506.25000000000006
31/1/2003,98.08,25.23,18.25,54.75,2.54,0.49,37.69,31.28,0.0,19.9,-0.14941059542497184,358.5900000000001
28/2/2003,97.81,29.6,18.31,58.5,2.52,0.49,46.79,34.02,0.0,21.11,-0.8939711087725202,152.93000000000012
31/3/2003,97.76,30.27,19.12,60.19,2.85,0.48,52.6,36.61,10.55,21.59,-1.2758090808758262,47.46000000000011
30/4/2003,97.66,32.2,47.12,223.81,2.67,0.48,62.87,37.85,31.64,22.15,-1.294888308267354,42.19000000000011
31/5/2003,97.79,31.38,53.06,211.44,2.59,0.48,61.7,37.73,79.1,22.41,-1.0085188800567584,121.2900000000001
30/6/2003,97.96,27.26,75.94,218.19,1.97,0.52,65.39,37.29,142.38,19.48,-0.49305390927768655,263.6700000000001
31/7/2003,98.07,26.37,79.38,229.38,1.7,0.55,75.78,37.32,152.93,18.56,0.06060571975197708,416.60000000000014
31/8/2003,98.04,25.73,84.25,229.88,1.62,0.6,84.09,37.47,284.77,16.81,1.091571864777657,701.3700000000001
30/9/2003,98.07,25.76,82.5,181.06,1.41,0.65,67.43,36.75,131.84,19.87,1.5306837225230825,822.6600000000002
31/10/2003,97.86,27.47,73.5,178.56,1.45,0.62,54.42,34.62,63.28,21.04,1.6452314938073203,854.3000000000001
30/11/2003,97.87,26.9,51.62,99.62,1.82,0.57,48.05,31.86,5.27,20.09,1.3779412929882526,780.4700000000001
31/12/2003,98.02,24.54,31.75,62.94,2.37,0.53,31.58,30.26,0.0,19.95,0.8624763222091807,638.0900000000001
31/1/2004,97.9,26.1,23.88,53.44,2.66,0.52,33.97,31.25,0.0,20.11,0.3088166931795171,485.1600000000001
29/2/2004,97.93,27.21,17.94,66.81,2.92,0.5,40.03,34.03,0.0,19.37,-0.7221494518461627,200.39000000000013
31/3/2004,97.78,29.42,19.56,63.0,2.99,0.49,48.77,36.66,0.0,19.65,-1.1994559678421794,68.55000000000011
30/4/2004,97.65,32.01,49.06,243.62,2.99,0.48,66.43,37.86,21.09,20.63,-1.352198397377009,26.360000000000113
31/5/2004,97.85,29.73,66.5,217.44,2.59,0.49,69.14,37.71,110.74,20.68,-0.9703604252737031,131.8300000000001
30/6/2004,98.11,27.55,74.12,222.38,2.1,0.52,57.09,37.28,121.29,20.66,-0.5312485675282779,253.12000000000012
31/7/2004,98.04,26.19,78.5,226.25,1.66,0.53,66.98,37.31,142.38,19.42,-0.015783596749205882,395.5000000000001
31/8/2004,98.08,25.96,82.31,220.19,1.66,0.56,70.26,37.45,142.38,18.07,0.49968137402986607,537.8800000000001
30/9/2004,98.01,25.74,83.44,219.06,1.38,0.6,61.05,36.71,158.2,19.62,1.0724202304510573,696.0800000000002
31/10/2004,97.9,27.85,66.88,208.38,1.55,0.58,43.88,34.57,5.27,21.85,1.015146344808938,680.2600000000001
30/11/2004,97.87,27.06,48.44,68.44,1.99,0.54,33.55,31.8,15.82,19.85,0.6715030309562231,585.34
31/12/2004,97.86,26.35,23.75,70.94,2.21,0.52,16.81,30.25,0.0,20.63,0.23239117321079805,464.05000000000007
31/1/2005,98.01,24.09,20.5,51.12,3.17,0.5,32.97,31.29,0.0,18.16,-0.2830737975682739,321.6700000000001
28/2/2005,97.69,30.34,22.06,44.06,2.98,0.49,37.91,34.05,0.0,19.63,-0.7985387683473457,179.2900000000001
31/3/2005,97.67,32.73,29.81,106.31,2.28,0.48,50.49,36.63,5.27,20.01,-1.352198397377009,26.360000000000113
30/4/2005,97.61,33.23,41.56,236.06,2.81,0.48,61.18,37.85,5.27,21.39,-1.352198397377009,26.360000000000113
31/5/2005,97.8,30.44,59.62,217.69,2.45,0.48,59.09,37.71,42.19,21.66,-1.2567298534842986,52.73000000000011
30/6/2005,97.94,28.09,72.69,222.38,2.19,0.5,58.1,37.28,137.11,20.83,-0.7603441100967543,189.84000000000012
31/7/2005,98.09,26.42,79.69,229.94,1.82,0.53,73.77,37.31,195.12,19.14,-0.05394205153226109,384.96000000000015
31/8/2005,98.01,25.95,83.44,236.56,1.66,0.57,73.59,37.45,158.2,18.66,0.5187968048889298,543.1600000000001
30/9/2005,98.0,26.75,79.69,192.0,1.35,0.59,58.3,36.71,131.84,20.28,0.9770240934934189,669.7300000000001
31/10/2005,97.95,27.63,65.5,153.5,1.67,0.58,45.7,34.59,26.37,21.2,1.0534134099946018,690.8300000000002
30/11/2005,97.87,27.17,35.38,74.56,1.96,0.53,28.05,31.81,0.0,20.22,0.900670980459772,648.6400000000001
31/12/2005,97.82,26.48,24.0,51.31,2.55,0.52,16.0,30.24,0.0,21.05,0.40428523707222763,511.5300000000001
31/1/2006,97.76,28.11,22.81,46.62,2.55,0.5,28.88,31.28,0.0,20.43,-0.30211682149226543,316.4100000000001
28/2/2006,97.69,30.13,18.25,24.44,2.68,0.49,35.0,34.03,0.0,21.79,-0.8748556779134563,158.21000000000012
31/3/2006,97.71,31.47,17.56,59.88,2.16,0.48,46.57,36.61,0.0,21.49,-1.352162193909473,26.370000000000115
30/4/2006,97.59,32.1,29.69,172.19,2.36,0.48,50.89,37.84,10.55,22.09,-1.4094360795515921,10.550000000000114
31/5/2006,97.83,30.25,60.62,218.88,2.73,0.48,70.38,37.72,79.1,19.99,-1.1230666513409966,89.6500000000001
30/6/2006,97.94,29.17,65.06,222.44,2.53,0.48,59.12,37.29,58.01,20.12,-0.9130503361640478,147.6600000000001
31/7/2006,98.03,27.54,74.5,227.19,1.94,0.5,65.2,37.31,174.02,19.35,-0.28303759410073764,321.6800000000001
31/8/2006,97.99,25.59,85.31,224.5,1.46,0.56,71.62,37.45,226.76,18.07,0.5379122357479934,548.44
30/9/2006,98.03,25.67,84.44,215.12,1.45,0.63,63.96,36.72,195.12,18.18,1.244314294312487,743.5600000000002
31/10/2006,97.89,27.13,75.38,198.5,1.36,0.63,46.85,34.6,68.55,21.71,1.4542944060218996,801.5600000000002
30/11/2006,97.95,25.33,43.12,76.38,2.16,0.57,21.52,31.83,0.0,21.27,1.1679249778113039,722.4600000000002
31/12/2006,98.11,22.8,31.62,66.75,2.49,0.54,13.54,30.24,0.0,19.62,0.9579086626343553,664.4500000000002
31/1/2007,98.15,22.23,23.94,63.69,3.2,0.52,18.07,31.26,0.0,18.72,0.3278959205710449,490.4300000000001
28/2/2007,97.88,27.19,16.81,57.44,2.66,0.5,24.68,34.0,0.0,22.12,-0.49305390927768633,263.67000000000013
31/3/2007,97.69,30.58,19.62,66.81,2.74,0.49,51.32,36.6,0.0,21.39,-1.1994559678421794,68.55000000000011
30/4/2007,97.61,31.6,53.12,239.75,2.89,0.48,70.64,37.84,15.82,19.89,-1.3903568521600644,15.820000000000114
31/5/2007,97.77,29.87,66.88,222.5,2.38,0.49,64.43,37.72,94.92,20.39,-1.0467135383073498,110.74000000000012
30/6/2007,97.95,27.65,74.25,217.06,2.46,0.52,48.84,37.28,100.2,21.35,-0.6839547935955714,210.9400000000001
31/7/2007,98.0,26.45,79.06,234.62,2.09,0.53,67.47,37.3,184.57,18.56,-0.01574739328166981,395.5100000000001
31/8/2007,97.94,25.18,85.94,236.06,1.7,0.62,76.11,37.45,311.13,18.49,1.1106510921691846,706.6400000000001
30/9/2007,98.03,26.08,82.62,205.12,1.38,0.69,60.9,36.73,110.74,20.02,1.5115682916640185,817.3800000000001
31/10/2007,97.9,26.94,73.94,196.94,1.42,0.63,43.79,34.62,0.0,20.97,1.4542944060218992,801.5600000000001
30/11/2007,97.84,26.66,52.31,99.12,1.63,0.58,26.14,31.85,0.0,20.02,1.1106510921691846,706.6400000000001
31/12/2007,97.95,24.62,35.69,66.88,2.24,0.54,27.42,30.25,0.0,19.05,0.7478923474574061,606.44
31/1/2008,98.05,22.42,23.62,47.69,3.36,0.52,17.98,31.24,0.0,21.01,0.07968494714350469,421.8700000000001
29/2/2008,98.0,25.65,17.25,65.81,3.39,0.5,17.86,34.02,0.0,20.79,-1.0467135383073498,110.74000000000011
31/3/2008,97.61,30.81,23.12,58.5,2.52,0.49,48.55,36.64,0.0,22.56,-1.447630737802184,0.0
30/4/2008,97.55,31.78,34.19,146.44,2.31,0.48,56.46,37.85,15.82,21.72,-1.3903568521600644,15.820000000000114
31/5/2008,97.71,31.23,53.19,222.44,2.56,0.48,69.23,37.7,26.37,21.25,-1.294888308267354,42.19000000000011
30/6/2008,97.88,29.69,61.88,208.38,2.41,0.49,57.34,37.27,116.02,21.68,-0.8748556779134564,158.2100000000001
31/7/2008,98.03,26.29,78.94,227.19,1.99,0.52,72.33,37.3,152.93,18.51,-0.32119604888379305,311.1400000000001
31/8/2008,97.92,25.58,83.31,220.0,1.6,0.56,78.08,37.44,242.58,18.59,0.5570276666070575,553.7200000000001
30/9/2008,98.0,25.73,84.31,195.88,1.34,0.64,72.34,36.69,189.84,18.69,1.244314294312487,743.5600000000002
31/10/2008,97.95,26.53,72.25,143.44,1.46,0.63,36.61,34.55,42.19,20.69,1.339782838205197,769.9300000000001
30/11/2008,97.9,26.08,43.19,81.62,1.89,0.57,25.71,31.79,0.0,21.41,1.2443142943124865,743.5600000000001
31/12/2008,97.88,25.64,33.44,69.19,2.4,0.54,21.24,30.24,0.0,20.27,0.824281663958589,627.5400000000001
31/1/2009,97.91,26.23,25.0,39.88,2.45,0.52,44.14,31.3,0.0,20.06,0.2706220349289258,474.6100000000001
28/2/2009,97.71,29.37,25.25,88.81,2.41,0.5,49.65,34.05,0.0,19.8,-0.6076016805619247,232.03000000000011
31/3/2009,97.6,31.49,24.44,104.0,2.55,0.49,57.27,36.63,0.0,20.37,-1.294888308267354,42.19000000000011
30/4/2009,97.67,31.88,48.75,238.12,2.84,0.48,61.54,37.84,0.0,22.94,-1.447630737802184,0.0
31/5/2009,97.74,30.91,56.94,215.62,2.66,0.48,62.5,37.71,26.37,21.71,-1.352162193909473,26.370000000000115
30/6/2009,97.96,28.83,67.69,216.94,2.38,0.49,65.07,37.28,131.84,20.53,-0.8748556779134563,158.21000000000012
31/7/2009,98.04,26.66,79.06,228.38,1.98,0.52,68.53,37.31,163.48,19.53,-0.28300139063320157,321.6900000000001
31/8/2009,98.0,25.67,84.69,212.38,1.38,0.59,76.65,37.45,242.58,18.73,0.5952223248576488,564.2700000000001
30/9/2009,98.07,25.93,84.62,199.62,1.3,0.66,66.45,36.71,131.84,19.04,1.0725288408536655,696.1100000000001
31/10/2009,97.89,26.83,78.44,212.31,1.61,0.64,55.39,34.57,79.1,20.65,1.358898269064261,775.2100000000002
30/11/2009,97.94,25.39,57.25,80.5,1.9,0.59,30.52,31.8,0.0,20.16,1.2634297251715505,748.8400000000001
31/12/2009,97.99,24.73,37.06,76.5,2.3,0.55,16.59,30.24,0.0,20.97,0.7861232091755338,617.0000000000001
31/1/2010,97.98,25.25,22.56,56.25,2.5,0.52,18.59,31.28,0.0,22.28,0.19426892189527892,453.5200000000001
28/2/2010,97.78,29.82,24.62,74.75,2.33,0.51,20.17,34.03,0.0,22.64,-0.6839547935955714,210.9400000000001
31/3/2010,97.8,30.66,25.69,93.69,2.88,0.49,47.57,36.62,0.0,20.05,-1.1612613095915882,79.10000000000011
30/4/2010,97.65,32.35,45.62,219.31,2.62,0.49,68.12,37.85,15.82,20.11,-1.3903568521600644,15.820000000000114
31/5/2010,97.78,29.83,68.75,220.88,2.49,0.5,69.95,37.72,105.47,20.9,-1.0085188800567584,121.2900000000001
30/6/2010,98.01,28.02,74.56,214.5,2.16,0.52,62.06,37.29,131.84,20.36,-0.5312123640607418,253.1300000000001
31/7/2010,98.0,26.17,80.88,230.94,2.17,0.54,74.7,37.31,152.93,17.81,0.02244726496892167,406.0600000000001
31/8/2010,97.99,25.63,85.56,236.25,1.65,0.59,81.14,37.45,247.85,17.48,0.9197502078512996,653.9100000000001
30/9/2010,97.96,25.44,85.19,207.88,1.34,0.68,75.9,36.72,205.66,18.66,1.6643107211988484,859.5700000000002
31/10/2010,97.89,26.26,81.94,207.12,1.55,0.69,55.8,34.6,94.92,20.08,1.9506801494094432,938.6700000000001
30/11/2010,97.81,26.5,61.25,103.12,1.48,0.63,35.18,31.83,0.0,19.71,1.5688421773061376,833.2000000000002
31/12/2010,97.86,23.48,41.81,78.75,2.12,0.58,10.45,30.25,0.0,20.96,1.091535661310121,701.3600000000001
31/1/2011,97.88,23.1,33.81,76.25,2.78,0.54,16.94,31.26,0.0,20.28,0.5378760322804573,548.4300000000001
28/2/2011,97.73,29.08,34.75,52.56,2.43,0.52,44.13,34.01,0.0,20.34,-0.3594269106019204,300.58000000000015
31/3/2011,97.62,31.21,37.5,119.75,2.25,0.5,56.75,36.61,0.0,22.47,-1.103987423949469,94.92000000000012
30/4/2011,97.6,31.66,40.5,224.69,2.62,0.49,65.23,37.86,0.0,22.41,-1.447630737802184,0.0
31/5/2011,97.77,29.6,66.19,223.19,2.57,0.49,74.98,37.74,68.55,21.17,-1.1994559678421794,68.55000000000011
30/6/2011,97.94,28.37,70.19,222.0,2.26,0.5,62.73,37.3,68.55,20.09,-0.9512811978821755,137.1000000000001
31/7/2011,97.98,26.85,77.25,221.38,1.87,0.52,63.03,37.31,163.48,19.6,-0.35942691060192056,300.5800000000001
31/8/2011,98.0,25.73,82.62,215.25,1.62,0.56,77.88,37.46,232.03,18.3,0.48060214663833845,532.6100000000001
30/9/2011,98.04,26.26,80.25,197.94,1.45,0.6,66.41,36.74,147.66,19.48,1.015182548276474,680.2700000000001
31/10/2011,97.82,27.26,71.12,175.31,1.52,0.59,46.7,34.63,42.19,20.82,1.1679249778113034,722.46
30/11/2011,97.88,26.68,37.0,92.06,1.91,0.54,16.25,31.86,0.0,22.13,0.9197502078512996,653.9100000000001
31/12/2011,98.05,23.72,23.69,60.31,2.66,0.52,15.06,30.26,0.0,20.18,0.6715754378912957,585.3600000000001
31/1/2012,98.01,24.91,21.5,49.69,2.88,0.5,15.34,31.26,0.0,20.8,0.07972115061104075,421.8800000000001
29/2/2012,97.72,28.77,24.19,57.12,2.61,0.49,32.77,34.05,5.27,20.07,-0.7412286792376905,195.12000000000012
31/3/2012,97.78,30.22,19.06,80.31,2.91,0.48,43.88,36.67,0.0,21.18,-1.2758090808758262,47.46000000000011
30/4/2012,97.65,31.75,48.0,230.19,3.02,0.48,68.39,37.87,10.55,21.79,-1.3903568521600644,15.820000000000114
31/5/2012,97.87,28.6,69.25,218.0,2.7,0.5,66.9,37.72,94.92,20.52,-1.0467135383073498,110.74000000000012
30/6/2012,98.02,27.51,73.88,226.06,2.06,0.51,53.66,37.29,126.56,20.28,-0.5885224531703969,237.30000000000013
31/7/2012,98.01,25.92,81.69,232.5,1.63,0.55,70.83,37.32,200.39,18.29,0.13695883278562376,437.6900000000001
31/8/2012,98.06,25.37,84.62,229.25,1.62,0.61,71.75,37.47,263.67,17.94,1.0724564339185934,696.0900000000001
30/9/2012,98.08,25.55,84.75,229.31,1.5,0.68,68.48,36.72,131.84,19.86,1.5497629499146102,827.9300000000002
31/10/2012,97.91,26.87,77.62,207.38,1.35,0.66,56.16,34.57,68.55,20.65,1.7597430616240224,885.9300000000001
30/11/2012,97.87,27.17,58.19,123.94,1.55,0.6,24.25,31.8,0.0,20.85,1.4160997477713078,791.0100000000001
31/12/2012,97.97,24.2,41.19,79.06,2.32,0.55,22.27,30.26,0.0,20.03,0.9579086626343548,664.45
31/1/2013,98.03,25.62,27.56,51.94,2.64,0.52,24.91,31.31,0.0,20.6,0.23242737667833432,464.0600000000001
28/2/2013,97.79,28.31,26.31,64.81,2.47,0.51,28.75,34.07,0.0,21.43,-0.7221494518461629,200.3900000000001
31/3/2013,97.66,32.51,43.88,225.38,2.49,0.5,57.15,36.65,0.0,21.24,-1.1994559678421794,68.55000000000011
30/4/2013,97.74,31.14,56.81,222.5,2.55,0.49,62.97,37.86,36.91,21.2,-1.3140037391264177,36.91000000000011
31/5/2013,97.86,30.17,62.44,222.12,2.6,0.49,60.38,37.73,58.01,22.16,-1.103987423949469,94.9200000000001
30/6/2013,97.96,28.04,72.75,221.0,2.3,0.5,52.09,37.3,131.84,20.27,-0.6266809079534523,226.7600000000001
31/7/2013,98.08,26.22,79.69,227.56,1.67,0.54,64.68,37.33,121.29,19.58,-0.18756905020802705,348.0500000000001
31/8/2013,97.99,25.58,82.94,227.88,1.49,0.56,75.54,37.47,195.12,17.57,0.5188330083564658,543.1700000000001
30/9/2013,98.03,26.26,80.94,212.31,1.26,0.59,56.54,36.72,110.74,20.03,0.9197502078512996,653.9100000000001
31/10/2013,97.96,27.74,59.38,106.44,1.59,0.56,37.47,34.58,26.37,21.25,0.8815917530682444,643.3700000000001
30/11/2013,97.79,28.52,34.56,72.19,1.9,0.53,28.82,31.81,0.0,20.94,0.6715754378912957,585.3600000000001
31/12/2013,97.98,26.29,24.0,50.62,2.77,0.51,24.87,30.25,0.0,19.64,0.1942689218952791,453.52000000000015
31/1/2014,97.94,26.61,21.19,60.31,2.77,0.5,29.79,31.29,0.0,20.16,-0.24484293585014613,332.23000000000013
28/2/2014,97.84,28.44,16.06,54.31,3.3,0.49,20.14,34.03,0.0,21.96,-0.9512449944146394,137.1100000000001
31/3/2014,97.71,31.48,25.75,345.81,2.41,0.48,55.64,36.64,0.0,22.67,-1.352162193909473,26.370000000000115
30/4/2014,97.71,32.2,49.44,217.5,2.58,0.48,67.66,37.86,42.19,21.31,-1.294888308267354,42.19000000000011
31/5/2014,97.79,30.64,59.19,195.81,2.34,0.49,64.68,37.73,58.01,21.29,-1.0848719930904052,100.2000000000001
30/6/2014,97.95,29.4,66.19,217.31,2.21,0.49,54.77,37.3,100.2,20.47,-0.7221132483786267,200.40000000000012
31/7/2014,98.11,28.22,69.5,220.19,1.98,0.49,62.55,37.32,105.47,19.92,-0.3402752762753206,305.8700000000001
31/8/2014,98.05,25.93,81.94,221.69,1.63,0.54,68.56,37.47,226.76,18.07,0.4806745535734106,532.6300000000001
30/9/2014,98.06,25.75,82.69,191.81,1.42,0.59,57.95,36.73,195.12,18.8,1.1870766121379037,727.7500000000001
31/10/2014,97.96,27.73,68.12,156.88,1.63,0.58,44.82,34.6,26.37,21.23,1.1298027264957848,711.9300000000002
30/11/2014,97.91,28.04,43.75,113.69,1.86,0.54,28.55,31.84,0.0,20.68,0.9197864113188357,653.9200000000001
31/12/2014,98.06,25.53,25.0,63.62,2.49,0.52,16.02,30.26,0.0,20.18,0.5570276666070575,553.7200000000001
31/1/2015,98.19,23.66,18.62,58.5,3.12,0.5,16.22,31.28,0.0,19.82,0.17518969450375133,448.2500000000001
28/2/2015,97.84,29.08,22.81,56.0,2.52,0.49,28.21,34.04,5.27,22.27,-0.6266809079534523,226.7600000000001
31/3/2015,97.76,30.9,25.31,50.06,2.65,0.48,50.55,36.63,0.0,20.79,-1.3330829665179453,31.640000000000114
30/4/2015,97.81,31.99,25.06,94.38,2.41,0.48,39.35,37.87,0.0,21.97,-1.4285515104106559,5.270000000000113
31/5/2015,97.81,31.9,51.25,211.06,2.83,0.48,59.76,37.75,47.46,21.25,-1.2567298534842986,52.73000000000012
30/6/2015,97.99,30.48,58.5,217.56,2.8,0.48,48.2,37.3,31.64,21.51,-1.1421820822000603,84.37000000000012
31/7/2015,98.04,27.72,72.5,222.56,1.95,0.49,61.52,37.33,131.84,18.92,-0.6648755662040438,216.21000000000012
31/8/2015,98.04,25.71,85.56,220.25,1.43,0.55,76.74,37.46,237.3,17.71,0.17515349103621525,448.2400000000001
30/9/2015,98.03,26.34,83.5,183.69,1.26,0.67,59.57,36.74,263.67,19.52,1.1297303195607122,711.9100000000001
31/10/2015,97.98,27.83,74.5,217.88,1.28,0.66,47.7,34.63,52.73,20.75,1.3206312038785972,764.6400000000001
30/11/2015,98.01,25.72,49.19,68.5,2.0,0.59,17.52,31.86,0.0,20.97,1.14880954695224,717.1800000000001
31/12/2015,98.35,21.07,35.88,64.19,3.3,0.55,21.24,30.26,0.0,18.07,1.0342617756680017,685.5400000000001
31/1/2016,98.22,23.1,23.12,61.5,3.38,0.52,31.64,31.26,0.0,19.0,0.5569552596719849,553.7
29/2/2016,97.98,26.62,18.44,59.75,2.85,0.51,15.3,34.05,0.0,20.3,-0.3021530249598013,316.40000000000015
31/3/2016,97.78,32.5,28.75,312.81,2.16,0.5,60.3,36.67,5.27,21.16,-1.2376506260927709,58.000000000000114
30/4/2016,97.68,32.8,50.88,228.0,2.7,0.49,52.77,37.86,31.64,22.56,-1.3140037391264177,36.91000000000011
31/5/2016,97.88,31.88,55.81,218.19,2.99,0.48,60.82,37.72,42.19,21.62,-1.1612613095915882,79.10000000000011
30/6/2016,98.06,29.26,64.94,216.38,2.37,0.49,63.08,37.29,89.65,18.79,-0.8366972231304011,168.7500000000001
31/7/2016,98.04,26.62,79.56,218.75,1.75,0.52,69.38,37.32,189.84,18.75,-0.14941059542497165,358.59000000000015
31/8/2016,98.05,26.15,82.12,218.56,1.49,0.58,74.79,37.45,210.94,17.64,0.6142653487816403,569.5300000000001
30/9/2016,98.07,26.15,82.25,192.94,1.19,0.63,65.04,36.7,158.2,19.15,1.1679249778113039,722.4600000000002
31/10/2016,97.88,28.12,64.75,161.81,1.47,0.6,28.99,34.56,15.82,21.21,1.1106510921691846,706.6400000000001
30/11/2016,97.89,28.19,44.38,88.81,1.75,0.55,39.28,31.79,0.0,19.86,0.9579086626343548,664.45
31/12/2016,97.95,26.98,31.38,73.12,2.43,0.52,26.41,30.24,0.0,19.38,0.6333445761731679,574.8000000000001
31/1/2017,97.95,26.77,21.06,46.81,2.73,0.51,22.74,31.29,0.0,20.87,-0.05394205153226129,384.9600000000001
28/2/2017,97.93,27.68,13.69,68.56,3.37,0.49,18.94,34.06,0.0,21.75,-0.8176179957388735,174.0200000000001
31/3/2017,97.69,31.32,16.81,71.44,2.49,0.48,30.9,36.64,0.0,24.52,-1.3903568521600644,15.820000000000114
30/4/2017,97.66,32.98,39.94,204.06,2.52,0.48,58.36,37.85,36.91,21.51,-1.3140037391264177,36.91000000000011
31/5/2017,97.83,30.83,60.12,209.25,2.84,0.48,60.93,37.72,52.73,20.72,-1.1231028548085327,89.6400000000001
30/6/2017,97.96,28.15,73.44,215.94,2.02,0.51,58.82,37.29,142.38,19.66,-0.6076378840294608,232.0200000000001
31/7/2017,98.11,26.45,80.19,224.56,1.72,0.55,62.95,37.31,179.3,19.73,0.0414902888929132,411.3200000000001
31/8/2017,98.02,25.87,83.56,216.0,1.62,0.59,73.33,37.45,258.4,17.14,0.9769878900258824,669.72
30/9/2017,98.03,26.22,82.81,211.94,1.36,0.64,55.77,36.7,105.47,19.61,1.3588258621291887,775.19
31/10/2017,97.97,26.48,66.25,136.94,1.48,0.62,38.42,34.58,47.46,22.15,1.3970205203797803,785.7400000000001
30/11/2017,97.93,26.3,46.31,93.38,1.78,0.57,40.36,31.8,0.0,20.65,1.2061196360618953,733.0100000000001
31/12/2017,98.0,25.2,35.81,64.0,2.38,0.53,29.21,30.24,0.0,18.22,0.6906546652828233,590.6300000000001
31/1/2018,98.08,23.13,22.56,71.69,2.91,0.52,25.8,31.28,0.0,19.67,0.04152649236044927,411.3300000000001
28/2/2018,97.74,28.92,27.12,49.75,2.49,0.5,31.3,34.03,0.0,20.89,-0.8939711087725202,152.93000000000012
31/3/2018,97.72,31.79,32.44,108.69,2.48,0.49,52.2,36.62,15.82,22.54,-1.2185351952337071,63.280000000000115
30/4/2018,97.65,33.56,40.25,231.88,2.76,0.48,58.98,37.85,0.0,22.48,-1.3903568521600644,15.820000000000114
31/5/2018,97.79,31.09,58.06,224.12,3.09,0.48,77.58,37.72,42.19,21.68,-1.2376144226252348,58.01000000000011
30/6/2018,98.0,27.85,73.94,217.19,2.33,0.5,65.16,37.29,89.65,19.36,-0.9130503361640478,147.6600000000001
31/7/2018,98.08,26.34,80.19,211.56,1.73,0.54,69.55,37.31,189.84,18.66,-0.22576370845861854,337.5000000000001
31/8/2018,98.06,25.48,85.12,230.31,1.67,0.62,77.87,37.45,295.31,17.17,0.843360891350117,632.8100000000002
30/9/2018,97.94,25.96,84.19,174.44,1.3,0.68,64.14,36.71,147.66,19.2,1.3206674073461333,764.6500000000001
31/10/2018,97.94,26.73,77.25,196.62,1.35,0.67,56.41,34.59,58.01,20.82,1.530683722523082,822.6600000000001
30/11/2018,97.91,25.78,55.38,104.31,1.76,0.61,43.83,31.82,0.0,21.48,1.3779412929882526,780.4700000000001
