DATE,SPI6(t),PS(t-1),T2M(t),RH2M(t-2),WS2M(t-1),GWETPROF(t),PRECTOTCORR_SUM(t-3),SPI6(t-1),WD2M(t-3)
1981-11-30,1.3309274590937252,0.04761904761903679,-0.5284178187403996,0.9123024054982816,-0.8145161290322582,-0.125,0.34247714048212785,1.652522608800281,0.5999679204426978
1981-12-31,0.7216298221646591,0.1904761904761756,-0.5345622119815676,0.6959450171821304,-0.37903225806451624,-0.43750000000000044,-0.20547589359933494,1.3309274590937252,0.5047718341486886
1982-01-31,-0.1415739254758403,0.16666666666668561,-0.46236559139784994,0.15271477663230226,-0.4193548387096775,-0.625,-1.0,0.7216298221646591,0.30876573903280136
1982-02-28,-0.8862817357194732,0.095238095238102,-0.17511520737327224,-0.1925773195876288,0.04838709677419328,-0.75,-1.0,-0.1415739254758403,-0.5513673911300023
1982-03-31,-1.326340727498573,-0.1666666666666572,0.2626728110599075,-0.5670103092783505,-0.08870967741935498,-0.8125,-1.0,-0.8862817357194732,-0.6025342850268666
1982-04-30,-1.1909305541840065,-0.3809523809523796,0.4854070660522263,-0.3283848797250861,-0.10483870967741948,-0.875,-1.0,-1.326340727498573,-0.8761729088138583
1982-05-31,-0.8524211685597513,-0.4999999999999716,0.1167434715821809,-0.23546391752577334,0.24999999999999978,-0.75,-0.862998753117207,-1.1909305541840065,-0.6741518967038255
1982-06-30,-0.3785016096209292,-0.09523809523807358,-0.05837173579109134,0.1890034364261166,-0.11290322580645196,-0.6875,-0.917809642560266,-0.8524211685597513,-0.3989894939449835
1982-07-31,0.1631069883130149,0.4285714285714448,-0.22887864823348725,0.5997250859106527,-0.306451612903226,-0.49999999999999956,-0.780808395677473,-0.3785016096209292,0.6375812013794209
1982-08-31,0.7554903893243811,0.3809523809523796,-0.3855606758832568,0.694020618556701,-0.4516129032258067,-0.31250000000000044,-0.452046965918537,0.1631069883130149,0.5939530034485523
1982-09-30,1.1616888139437584,0.404761904761898,-0.19201228878648324,0.7784192439862543,-0.42741935483870996,-0.125,-0.23285536159600995,0.7554903893243811,0.5047718341486886
1982-10-31,1.3309274590937257,0.285714285714306,-0.16897081413210469,0.9224742268041237,-0.806451612903226,-0.1875,-0.12328553615960092,1.1616888139437584,0.5112679445023658
1982-11-30,0.9924180734694702,0.07142857142858361,-0.3794162826420897,0.812508591065292,-0.717741935483871,-0.43750000000000044,0.09590606816292602,1.3309274590937257,0.5784746170502846
1982-12-31,0.5184985145306483,0.095238095238102,-0.4193548387096784,0.6959450171821304,-0.556451612903226,-0.625,-0.26028678304239405,0.9924180734694702,0.4386077472130885
1983-01-31,-0.0231100834032957,0.1428571428571388,-0.8156682027649773,0.013608247422680408,-0.08064516129032295,-0.75,-0.506857855361596,0.5184985145306483,0.4591386638864383
1983-02-28,-0.7001288546518064,0.714285714285694,0.2334869431643618,-0.4520962199312716,0.9999999999999998,-0.8125,-1.0,-0.0231100834032957,-0.5293126954848023
1983-03-31,-1.1571020823486062,-0.07142857142858361,0.3732718894009208,-0.738831615120275,0.1451612903225803,-0.9375,-1.0,-0.7001288546518064,-0.7553933755714171
1983-04-30,-1.3771155305759952,-0.2142857142857224,0.7434715821812592,-0.7440549828178694,0.6290322580645158,-0.9375,-1.0,-1.1571020823486062,-0.7478546796054214
1983-05-31,-1.02169190903404,-0.595238095238102,0.5284178187403992,-0.8540206185567011,-0.18548387096774221,-0.9375,-1.0,-1.3771155305759952,-0.6776806480070575
1983-06-30,-0.2769840987904068,-0.4523809523809348,-0.07219662058371767,-0.07903780068728539,0.12096774193548332,-0.49999999999999956,-1.0,-1.02169190903404,-0.659635897024621
1983-07-31,0.2984850663032596,0.2619047619047592,-0.18279569892473146,0.2646048109965635,-0.33064516129032295,-0.25000000000000044,-0.862998753117207,-0.2769840987904068,0.4746972491779613
1983-08-31,0.6708550190872371,0.285714285714306,-0.22273425499232014,0.7902405498281788,-0.467741935483871,-0.31250000000000044,-0.424667497921862,0.2984850663032596,0.5398187505012431
1983-09-30,1.2463241841809032,0.5714285714285836,-0.2580645161290329,0.8471477663230238,-0.5725806451612905,-0.1875,0.20547589359933505,0.6708550190872371,0.5609110594273798
1983-10-31,1.1616888139437591,0.3571428571428612,-0.08909370199692823,0.7938144329896906,-0.7096774193548387,-0.31250000000000044,-0.06847464671654191,1.2463241841809032,0.5763894458256476
1983-11-30,0.8062651924018038,0.1904761904761756,-0.033794162826421115,0.812508591065292,-0.5080645161290323,-0.5624999999999996,-0.397236076475478,1.1616888139437591,0.5002004972331382
1983-12-31,0.0615573821581707,0.285714285714306,-0.11367127496159757,0.27312714776632285,-0.42741935483870996,-0.75,-0.06847464671654191,0.8062651924018038,0.3107707113641831
1984-01-31,-0.5139117829354956,0.16666666666668561,-0.3794162826420897,-0.2423367697594503,-0.3870967741935485,-0.8125,-1.0,0.0615573821581707,-0.1774801507739192
1984-02-29,-0.886281735719473,0.07142857142858361,-0.015360983102919334,-0.39711340206185575,0.08064516129032229,-0.875,-1.0,-0.5139117829354956,-0.3879220466757559
1984-03-31,-1.4617509008131393,-0.404761904761898,0.5007680491551456,-0.6838487972508591,0.16935483870967727,-0.9375,-1.0,-0.886281735719473,-0.5809607827411981
1984-04-30,-1.2417374525857503,-0.714285714285694,0.48387096774193505,-0.8042611683848798,0.01612903225806428,-0.9375,-1.0,-1.4617509008131393,-0.6435961183735665
1984-05-31,-0.869367499801773,-0.6428571428571388,0.04608294930875534,-0.30584192439862545,0.40322580645161277,-0.75,-1.0,-1.2417374525857503,-0.7754430988852353
